,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[-27, -3]","[-3, -27]","[-25, -1]","[-54, -6]","[-0.037037037037037035, -0.3333333333333333]","[-27, 2, -3]",[-3],error,error,error,error,error,-0.625259785108884,error,error,error,error,error,error,error,error,error,error,error
11,"[0, 10, -2, 0]","[0, 0, 10, -2]","[2, 12, 0, 2]","[0, 20, -4, 0]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[0, 10, 2, -2, 0]","[0, -2, 0]",1.0466216984729966,1.0466216984729966,1.0466216984729966,1.0466216984729966,error,1.170158632255954,-0.7071067811865479,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
12,"[-17, 23, 7, -15, 11, -23, -24, -2, -25]","[-2, -24, 11, -25, -17, -15, -23, 7, 23]","[-15, 25, 9, -13, 13, -21, -22, 0, -23]","[-34, 46, 14, -30, 22, -46, -48, -4, -50]","[-0.058823529411764705, 0.043478260869565216, 0.14285714285714285, -0.06666666666666667, 0.09090909090909091, -0.043478260869565216, -0.041666666666666664, -0.5, -0.04]","[2, -17, 23, 7, -15, 11, -23, -24, -2, -25]","[-17, 23, 7, -15, 11, -24, -2, -25]",0.5108593680815791,0.5108593680815788,0.5108593680815791,0.5108593680815791,-1.6844061610518306,0.3603749923359336,0.3257556502560139,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
13,"[-5, -20, -6, -3, -5, -11, -25]","[-5, -25, -3, -11, -5, -20, -6]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[-5, -20, 2, -6, -3, -5, -11, -25]","[-5, -20, -6, -5, -11, -25]",-0.8036978261180197,-0.8036978261180197,-0.8036978261180197,-0.8036978261180197,-0.49057951614684064,-0.714011306213937,-0.6266450928873506,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[10, -18, -6, 3, -3, 6, 12, -19, -24, -18, 8, 8, -11]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6, 2]","[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3]",-0.2316085211188992,-0.2316085211188992,-0.2316085211188992,-0.2316085211188992,-0.12005843352716006,-0.3330445361745762,-0.2621104218842248,No-violate,No-violate,Violate,Violate,No-violate,0,0,1,1,0
15,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[-25, 5, -1, -18, -27, -2, -7, 17]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, -1, -7, 17, 5, -25, 2]","[-27, -2, -18, -1, -7, 5, -25]",0.08412635563742482,0.08412635563742482,0.08412635563742482,0.08412635563742482,-1.289708115344013,-0.10751813065564804,-0.1897513066168519,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[-16, 2, -29, 18, -2, -13, -20, -11, 21]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[-13, 21, 18, -20, -29, 2, -2, 2, -11, -16]","[-13, 21, -20, -29, -2, 2, -11, -16]",0.40339048022814544,0.40339048022814544,0.40339048022814544,0.40339048022814544,0.28318492643956195,0.2748445773855447,0.6887633304873202,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
18,"[15, -28, 21, -27, -3, -6, -27]","[-28, 21, 15, -27, -27, -3, -6]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, -28, 21, -27, -3, -6, 2, -27]","[15, -28, 21, -27, -3, -6]",0.2903675337453189,0.2903675337453188,0.2903675337453189,0.2903675337453189,-0.9965518907154055,0.11058567386751772,0.01724901195942244,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-21, 24, 14, 14, -16, -9, 23, -25, -4, -25, -24, -16]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[2, -4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, 14]",0.48103873605729003,0.48103873605729014,0.48103873605729003,0.48103873605729003,-0.9102877134822767,0.4002628774254627,0.41236897584147875,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
20,"[-9, -3, 0, 17, -10, 9]","[9, -10, 0, 17, -9, -3]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 0, 17, -10, 2, 9]","[-9, -3, 17, -10, 9]",0.5156003207633306,0.5156003207633307,0.5156003207633306,0.5156003207633306,error,0.4911478505645677,0.43349647287192317,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-17, -9, -14, -16, -25, -17, -19, -4, 2, 5, 0, -24, 18]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, 2, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-17, -9, 5, -14, 2, -19, -4, -17, -24, -25, 18, -16]",0.677618904965384,0.6776189049653838,0.677618904965384,0.677618904965384,error,0.5017879434581536,0.8526177767738443,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[0, -23, -22, 8, -15, 5, 6, -6, 3, -25, -4, 1, 11]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 8, -25, -6, 2, 1, 5, -4, -15, 3, 6, -22]","[11, -23, 0, 8, -25, -6, 1, 5, -4, 3, 6, -22]",-0.5291284007019794,-0.5291284007019792,-0.5291284007019794,-0.5291284007019794,error,-0.64047481728077,-0.7203595376796137,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[19, -22, 10, -5, 16, 27, 23, 16, -22, 1, 5, -23, 18]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5, 2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 1, 16, -5]",-0.5611073089956554,-0.5611073089956554,-0.5611073089956554,-0.5611073089956554,2.5658695835797567,-0.5439349461214695,-0.4295220685054605,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[19, -2, 31, 1, 29, 2, 29, 6, 22, 18, 4]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, -2, 29, 18, 29, 6, 22, 4, 2, 19, 1, 31]","[2, -2, 29, 18, 29, 6, 22, 19, 1, 31]",0.03622946861577077,0.036229468615770796,0.03622946861577106,0.03622946861577077,0.7798449515970475,0.20012767620355335,-0.15665567780700138,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
25,"[-17, -11, 23, 16, 9, 16, 12]","[16, 23, 16, 12, -11, 9, -17]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 23, 16, 9, 16, 12, 2]","[-11, 23, 16, 9, 16, 12]",-0.7168102682517623,-0.7168102682517629,-0.7168102682517623,-0.7168102682517623,-0.7349052680514688,-0.616012046629358,-1.1442952764468335,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
26,"[14, 4, 13, -15, 12, 0, -8]","[14, 0, -15, 13, 4, -8, 12]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[14, 4, 13, -15, 12, 0, -8, 2]","[14, 4, 13, -15, 0, -8]",-0.48343551305264354,-0.48343551305264354,-0.48343551305264354,-0.48343551305264354,error,-0.48320839481451966,-0.22187971022083483,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[-23, 10, -7, -15, -1, -9, -17, 21, 11, -28, -4]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 2, 21]","[-17, -28, -7, -9, 11, -23, -1, -4, -15, 21]",0.26332933002131287,0.2633293300213129,0.26332933002131287,0.26332933002131287,-2.28914714964251,0.14248849801400001,0.5010962946556582,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[2, -9, -25]",[-25],error,error,error,error,error,-0.22212087012112286,error,error,error,error,error,error,error,error,error,error,error
29,"[-15, 0, 10, 0, -14, 13]","[13, -15, 10, 0, -14, 0]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[2, -15, 0, 10, 0, -14, 13]","[-15, 0, 10, -14, 13]",-0.11830557619979293,-0.11830557619979293,-0.11830557619979293,-0.11830557619979293,error,-0.2511456027685163,-0.05705888832958065,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
30,"[25, 26, 7, 14, 23]","[25, 7, 23, 14, 26]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 2, 26, 7, 14, 23]","[25, 7, 14, 23]",-0.619932589222903,-0.619932589222903,-0.619932589222903,-0.619932589222903,1.2005220278427104,-0.35312306583976094,-0.3021327579701565,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[-12, 4, 15, -13, 3, -12, -17, -22, 2, -19]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, -12, 3, -12, -13, -19, 15, 2, -17]","[4, -22, 2, -12, 3, -12, -19, 15, -17]",0.48568029072618457,0.4856802907261843,0.48568029072618457,0.48568029072618457,1.0220149962095137,0.2970932039860769,0.3308887878997872,No-violate,No-violate,Violate,Violate,No-violate,0,0,1,1,0
32,"[12, -17, -3, -20]","[-20, -17, 12, -3]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, 2, -17, -3, -20]","[12, -17, -20]",0.453862257772233,0.453862257772233,0.453862257772233,0.453862257772233,-0.6603123439497101,0.06932446531696257,0.6842532163575313,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[-15, 22, 26, -3, -5, 14, -21, 24]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 24, -5, -21, 2, 26, 22, -3, -15]","[14, 24, -5, -21, 22, -3, -15]",-0.17040912804730163,-0.17040912804730163,-0.17040912804730163,-0.17040912804730163,-1.0107908053572041,-0.11449611722767185,0.03720775430238259,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[24, 11, 22, -3, -3, 3, -13, -1, 19, 7, -2]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[2, 11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[11, 22, -2, -3, -13, 3, 24, -3, -1, 7]",0.23725891418021194,0.23725891418021175,0.23725891418021194,0.23725891418021194,-1.0652727623751816,0.328170814626033,0.47126946138953213,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, -13, 2]",[6],error,error,error,error,error,-0.5823776522731887,error,error,error,error,error,error,error,error,error,error,error
36,"[-30, 11, -8, 0, -30, 11]","[-30, -8, 0, 11, 11, -30]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 2, 11, -8, 0, -30, 11]","[-30, 11, -8, 0, -30]",-0.29425617903972956,-0.29425617903972956,-0.29425617903972956,-0.29425617903972956,error,-0.523399875037608,-0.0050158160527156125,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[6, -17, 21, 19, -9, 12, 4, 9, 19, 9, 12, 20, 11, 15]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, 2, -9, 21, 12, 11, 19, 20, 12]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 11, 19, 20, 12]",-1.2134226820736194,-1.2134226820736191,-1.2134226820736194,-1.2134226820736194,-0.19299683900482492,-1.0788534664902072,-1.1230086156463281,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
38,"[-32, -23, 19, 22, 15, -5, -19]","[19, -23, -19, 22, -32, 15, -5]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, -23, 19, 22, 15, -5, -19, 2]","[-32, -23, 19, 22, -5, -19]",-0.03119840163333526,-0.03119840163333527,-0.03119840163333526,-0.03119840163333526,-0.9312964964610365,-0.1334676604140152,0.2947765729942333,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
39,"[-14, -16, 13, -18, -10]","[-16, -10, -14, 13, -18]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, 2, -16, 13, -18, -10]","[-14, -16, 13, -18]",1.3051091957447016,1.3051091957447016,1.3051091957447016,1.3051091957447016,1.2655165292866037,0.810185585455645,1.1115188702850685,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
40,"[9, -4, -3, 20, -15, -15, 27]","[-3, -15, -4, 9, 20, 27, -15]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, 2, -4, -3, 20, -15, -15, 27]","[-4, -3, 20, -15, -15, 27]",0.325838520968387,0.325838520968387,0.325838520968387,0.325838520968387,-0.5456710380418452,0.36692089923735316,0.49877749854696496,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
41,"[-16, 24, -1, -8, 16, -1]","[-8, -1, 16, -16, -1, 24]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 24, -1, -8, 16, 2, -1]","[24, -1, -8, 16, -1]",0.3512484584884589,0.3512484584884589,0.35124845848845915,0.3512484584884589,-0.6508762885352734,0.39062746445843727,0.39539634013370245,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
42,"[-1, 13, 22, -9, 27, 0]","[-1, -9, 22, 27, 0, 13]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 13, 2, 22, -9, 27, 0]","[-1, 13, 22, -9, 0]",0.11736314866368869,0.11736314866368866,0.11736314866368869,0.11736314866368869,error,0.33054191326059057,0.34730105858933336,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
43,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[1, 26, 22, -10, 4, 20]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 22, -10, 20, 4, 2]","[1, 26, 22, 20, 4]",-0.27590099469993107,-0.27590099469993107,-0.27590099469993107,-0.27590099469993107,1.4958968603584055,-0.024064759794312506,-0.3215825416529978,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
45,[5],[5],[7],[10],[0.2],"[5, 2]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[0, -5, 2, -12, -16, 23, -6]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-12, 23, 0, -16, 2, 2, -6, -5]","[-12, 0, -16, 2, -6, -5]",1.0453007213105876,1.0453007213105876,1.0453007213105876,1.0453007213105876,error,0.9638954209055512,-0.24769334944537244,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
