,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
13,"[-5, -20, -6, -3, -5, -11, -25]","[-6, -3, -20, -25, -5, -11, -5]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[-5, -20, -6, -3, 2, -5, -11, -25]","[-5, -20, -6, -3, -11, -25]",62.48979591836735,62.489795918367335,62.48979591836735,249.9591836734694,0.009192020389422987,72.359375,66.55555555555556,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[8, -18, -24, 6, 8, -11, -3, -19, 3, 10, -6, -18, 12]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, 2, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, -3, -6]",150.76923076923077,150.76923076923077,150.76923076923077,603.0769230769231,0.026420895058412892,142.38775510204079,154.30555555555554,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
15,[],[],[],[],[],[2],[],error,error,error,error,error,0.0,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[-25, -27, 5, -2, 17, -18, -1, -7]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, -1, -7, 17, 5, -25, 2]","[-27, -18, -1, -7, 17, 5, -25]",203.1875,203.1875,203.1875,812.75,0.12905089395477387,189.06172839506172,227.71428571428572,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[18, -2, -16, -20, -29, 2, -11, -13, 21]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[2, -13, 21, 18, -20, -29, -2, 2, -11, -16]","[-13, 21, 18, -20, -29, -2, 2, -16]",253.58024691358028,253.58024691358028,253.58024691358028,1014.3209876543211,0.05801711992029227,233.35999999999999,281.109375,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
18,"[15, -28, 21, -27, -3, -6, -27]","[-6, 15, -28, -3, -27, -27, 21]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, 2, -28, 21, -27, -3, -6, -27]","[15, 21, -27, -3, -6, -27]",360.1224489795918,360.12244897959187,360.1224489795918,1440.4897959183672,0.01636360078590939,325.734375,341.25,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[23, 14, -21, -25, -24, 14, 24, -16, -9, -4, -16, -25]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, 2, -9, 14]","[-4, -25, 24, 14, 23, -16, -24, -16, -25, -9, 14]",335.07638888888886,335.07638888888886,335.07638888888886,1340.3055555555554,0.00737251883454748,313.20710059171597,341.45454545454544,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
20,"[-9, -3, 0, 17, -10, 9]","[-10, 0, -9, 9, 17, -3]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 0, 2, 17, -10, 9]","[-9, -3, 0, 17, -10]",92.88888888888887,92.88888888888887,92.88888888888887,371.5555555555555,error,79.83673469387756,94.8,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[2, -17, -4, 5, -9, -19, -24, 0, -14, 18, -17, -25, -16]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16, 2]","[-9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]",148.792899408284,148.79289940828403,148.792899408284,595.171597633136,error,146.53061224489798,155.74305555555554,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[3, 11, -22, 1, -6, -25, 0, 5, -23, -15, -4, 6, 8]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[2, 11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[11, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]",144.98224852071004,144.98224852071004,144.98224852071004,579.9289940828402,error,137.5969387755102,126.80555555555556,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[5, 19, -23, 23, 1, 10, 18, -5, 16, -22, 27, 16, -22]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 2, 18, 23, 5, 19, 1, 16, -5]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, -5]",292.1301775147929,292.1301775147929,292.1301775147929,1168.5207100591715,0.07592752044789346,271.8010204081632,305.2430555555556,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[1, 19, 29, -2, 31, 18, 22, 29, 2, 4, 6]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, -2, 29, 2, 18, 29, 6, 22, 4, 19, 1, 31]","[2, -2, 29, 18, 29, 6, 22, 4, 1, 31]",143.15702479338844,143.15702479338844,143.15702479338844,572.6280991735538,0.1225106703819056,143.07638888888889,155.2,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
25,"[-17, -11, 23, 16, 9, 16, 12]","[-17, 23, 16, 9, 16, 12, -11]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 23, 16, 2, 9, 16, 12]","[-11, 23, 16, 9, 16, 12]",192.40816326530617,192.40816326530611,192.40816326530617,769.6326530612247,0.004889256305968472,170.9375,113.80555555555559,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
26,"[14, 4, 13, -15, 12, 0, -8]","[14, 4, 13, -8, 12, -15, 0]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[14, 4, 13, -15, 2, 12, 0, -8]","[14, 4, -15, 12, 0, -8]",108.12244897959182,108.12244897959184,108.12244897959182,432.4897959183673,error,94.6875,106.13888888888887,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[-9, -23, 11, -4, 21, -28, -17, -15, -1, 10, -7]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 10, -28, 2, -7, -9, 11, -23, -1, -4, -15, 21]","[-17, 10, -7, -9, 11, -23, -1, -4, -15, 21]",207.86776859504133,207.86776859504133,207.86776859504133,831.4710743801653,0.08457982797047246,195.0,173.64000000000001,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[-9, -25, 2]",[-25],64.0,64.0,64.0,256.0,0.0012641975308641973,122.88888888888887,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
29,"[-15, 0, 10, 0, -14, 13]","[0, -14, -15, 10, 0, 13]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, 0, 2, 10, 0, -14, 13]","[-15, 0, 0, -14, 13]",114.0,114.0,114.0,456.0,error,98.81632653061224,107.75999999999999,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
30,"[25, 26, 7, 14, 23]","[7, 14, 25, 23, 26]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 26, 7, 2, 14, 23]","[25, 26, 14, 23]",54.0,54.0,54.0,216.0,0.001574066797864882,85.1388888888889,22.5,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[15, 4, -12, -22, -12, -17, 3, 2, -19, -13]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, -12, 3, -12, -13, -19, 2, 15, -17]","[-22, 2, -12, 3, -12, -13, -19, 15, -17]",134.08999999999997,134.09,134.08999999999997,536.3599999999999,0.03999828952959239,128.74380165289259,133.7777777777778,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
32,"[12, -17, -3, -20]","[-20, -3, 12, -17]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, -17, 2, -3, -20]","[12, -17, -20]",161.5,161.5,161.5,646.0,0.022956795463283348,142.16,208.22222222222226,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[26, 22, 24, -21, -15, 14, -3, -5]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[2, 14, 24, -5, -21, 26, 22, -3, -15]","[14, 24, -21, 26, 22, -3, -15]",301.4375,301.4375,301.4375,1205.75,0.01785322144065939,268.98765432098764,327.34693877551024,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[7, 22, -1, -3, -3, 19, 24, 3, -2, 11, -13]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[11, 19, 2, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[11, 19, 22, -2, -3, 3, 24, -3, -1, 7]",129.05785123966942,129.05785123966942,129.05785123966942,516.2314049586777,0.12816436304309992,119.41666666666667,103.01000000000002,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, 2, -13]",[-13],90.25,90.25,90.25,361.0,0.014833990795529257,66.8888888888889,0.0,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
36,"[-30, 11, -8, 0, -30, 11]","[-30, 0, 11, 11, -8, -30]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, -8, 2, 0, -30, 11]","[-30, -8, 0, -30, 11]",292.22222222222223,292.22222222222223,292.22222222222223,1168.888888888889,error,261.9183673469388,267.04,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[9, 9, 20, 19, 12, 4, 12, 21, 6, 15, 11, -9, -17, 19]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 2, 12, 11, 19, 20, 12]","[15, 9, 9, -17, 6, 19, 4, -9, 12, 11, 19, 20, 12]",111.08673469387756,111.08673469387756,111.08673469387756,444.34693877551024,0.0069150749344996185,107.0488888888889,108.40236686390531,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
38,"[-32, -23, 19, 22, 15, -5, -19]","[19, -23, 15, -5, 22, -19, -32]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, -23, 19, 22, 2, 15, -5, -19]","[-32, -23, 19, 22, 15, -5]",419.06122448979596,419.06122448979596,419.06122448979585,1676.2448979591838,0.007305764976294163,369.734375,440.8888888888889,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
39,"[-14, -16, 13, -18, -10]","[-10, -18, 13, -14, -16]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, -16, 13, -18, -10, 2]","[-14, -16, -18, -10]",128.0,128.0,128.0,512.0,0.0037950860664230633,123.47222222222224,8.75,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
40,"[9, -4, -3, 20, -15, -15, 27]","[-4, 9, 20, -15, -15, -3, 27]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, -4, -3, 20, 2, -15, -15, 27]","[9, -4, -3, 20, -15, 27]",233.3469387755102,233.3469387755102,233.3469387755102,933.3877551020408,0.02290123456790123,204.234375,211.2222222222222,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
41,"[-16, 24, -1, -8, 16, -1]","[-1, -1, 24, -8, -16, 16]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 2, 24, -1, -8, 16, -1]","[-16, 24, -8, 16, -1]",186.8888888888889,186.8888888888889,186.88888888888889,747.5555555555557,0.21696566358024694,160.20408163265307,221.6,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
42,"[-1, 13, 22, -9, 27, 0]","[-1, 13, 22, -9, 0, 27]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 13, 22, -9, 2, 27, 0]","[-1, 13, 22, 27, 0]",168.88888888888889,168.88888888888889,168.88888888888889,675.5555555555555,error,150.20408163265307,127.75999999999999,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
43,[],[],[],[],[],[2],[],error,error,error,error,error,0.0,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[4, -10, 1, 22, 26, 20]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 2, 26, 22, -10, 20, 4]","[1, 26, 22, -10, 20]",169.25,169.25,169.25,677.0,0.13396755342559538,153.9183673469388,192.95999999999998,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
45,[5],[5],[7],[10],[0.2],"[5, 2]",[],0.0,0.0,0.0,0.0,0.0,2.25,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[-6, -12, -16, -5, 23, 2, 0]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-12, 23, 0, -16, 2, -6, 2, -5]","[-12, 23, 0, -16, 2, -6]",138.0,138.0,138.0,552.0,error,122.5,159.25,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
47,"[11, 8, 10, 7, -17, 25, 5, 21, 25, 6, 19, -1]","[11, 7, 19, 25, 10, 25, -1, 21, 8, 5, -17, 6]","[13, 10, 12, 9, -15, 27, 7, 23, 27, 8, 21, 1]","[22, 16, 20, 14, -34, 50, 10, 42, 50, 12, 38, -2]","[0.09090909090909091, 0.125, 0.1, 0.14285714285714285, -0.058823529411764705, 0.04, 0.2, 0.047619047619047616, 0.04, 0.16666666666666666, 0.05263157894736842, -1.0]","[11, 8, 10, 7, -17, 25, 5, 21, 2, 25, 6, 19, -1]","[8, 10, 7, -17, 25, 5, 21, 25, 6, 19, -1]",129.74305555555551,129.74305555555554,129.74305555555551,518.9722222222221,0.09446149555078305,124.21301775147928,141.42148760330576,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
48,[],[],[],[],[],[2],[],error,error,error,error,error,0.0,error,error,error,error,error,error,error,error,error,error,error
