,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
18,"[15, -28, 21, -27, -3, -6, -27]","[-27, 15, -27, -6, -28, 21, -3]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, -28, 21, -27, 2, -3, -6, -27]","[15, -28, 21, -3, -6, -27]",54.3415126767741,54.3415126767741,52.54521862167861,108.6830253535482,0.38680731825874987,54.378304497290095,47.15930449020638,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-16, 14, 23, -25, 14, -16, -24, -25, -9, -4, -21, 24]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[2, -4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-4, -25, 24, 14, 23, -16, -21, -24, -25, -9, 14]",66.12866246946176,66.12866246946176,64.50581369148055,132.25732493892352,0.3220130676410634,66.15889962809237,64.16385275215322,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
20,"[-9, -3, 0, 17, -10, 9]","[-10, 0, 9, 17, -3, -9]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 0, 17, -10, 9, 2]","[-9, -3, 17, -10, 9]",23.664319132398465,23.664319132398465,24.49489742783178,47.32863826479693,error,23.748684174075834,23.664319132398465,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-24, -19, 0, -17, -14, -25, -9, 5, -4, 18, -16, -17, 2]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 2, 18, -16]","[-17, -9, 5, -14, 2, -19, -4, 0, -24, -25, 18, -16]",55.154328932550705,55.154328932550705,51.12729212465687,110.30865786510141,error,55.190578906186516,52.46903848937962,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[0, 1, -22, -15, 11, -6, 5, 6, 8, -25, -23, 3, -4]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 8, 2, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, -22]",46.593991028886975,46.593991028886975,44.48595283907045,93.18798205777395,error,46.636895265444075,46.20606020859169,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[23, -5, -22, 16, -23, 5, 18, -22, 16, 27, 10, 19, 1]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 2, 1, 16, -5]","[-22, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]",64.05466415492317,64.05466415492317,66.385239323211,128.10932830984635,1.054966205482197,64.08587988004847,58.08614292583042,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[29, 18, 19, 1, 29, 31, -2, 22, 2, 4, 6]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, 2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[2, -2, 29, 18, 29, 6, 22, 4, 19, 1]",62.23343153000644,62.23343153000644,67.47592163134935,124.46686306001288,1.2655509078446228,62.26556030423239,53.96295025292817,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
25,"[-17, -11, 23, 16, 9, 16, 12]","[12, -17, 9, 16, -11, 23, 16]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 23, 16, 9, 16, 12, 2]","[-17, -11, 23, 16, 9, 12]",40.93897898091744,40.93897898091744,43.54308211415448,81.87795796183488,0.20178615672886532,40.98780306383839,37.68288736283355,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
26,"[14, 4, 13, -15, 12, 0, -8]","[4, 14, 0, 12, -15, -8, 13]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[14, 4, 13, -15, 2, 12, 0, -8]","[14, 4, 13, -15, 0, -8]",28.53068523537421,28.53068523537421,30.364452901377952,57.06137047074842,error,28.600699292150182,25.88435821108957,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[21, -4, -23, 11, -7, -1, -28, -17, 10, -9, -15]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 2, 21]","[-17, 10, -28, -7, 11, -23, -1, -4, -15, 21]",51.34199061197374,51.34199061197374,49.31531202375181,102.68398122394748,1.061534926515816,51.38093031466052,50.547007824400445,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[2, -9, -25]",[-25],26.570660511172846,26.570660511172846,24.041630560342615,53.14132102234569,0.11809182449410154,26.645825188948457,25.0,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
29,"[-15, 0, 10, 0, -14, 13]","[13, -14, 0, 10, 0, -15]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, 0, 10, 0, -14, 13, 2]","[-15, 0, 10, 0, -14]",26.267851073127396,26.267851073127396,26.267851073127396,52.53570214625479,error,26.343879744638983,22.825424421026653,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
30,"[25, 26, 7, 14, 23]","[7, 25, 14, 26, 23]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 26, 2, 7, 14, 23]","[25, 26, 7, 23]",45.552167895721496,45.552167895721496,49.749371855331,91.10433579144299,0.1745848022901851,45.59605246071199,43.347433603386484,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[-12, 4, -19, -17, -13, -12, 2, -22, 15, 3]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, -12, 3, -12, -13, -19, 15, 2, -17]","[-22, 2, -12, 3, -12, -13, -19, 15, -17]",42.95346318982906,42.95346318982906,40.01249804748511,85.90692637965812,0.6753947072824802,43.0,42.76680956068619,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
32,"[12, -17, -3, -20]","[-17, 12, -3, -20]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, -17, 2, -3, -20]","[-17, -3, -20]",29.017236257093817,29.017236257093817,27.313000567495326,58.034472514187634,0.35215871871645077,29.086079144497972,26.419689627245813,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[-15, 26, -3, -5, 14, -21, 22, 24]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 24, -5, 2, -21, 26, 22, -3, -15]","[14, 24, -5, -21, 22, -3, -15]",51.30302135352264,51.30302135352264,53.21653878260028,102.60604270704528,0.41013008524423816,51.34199061197374,44.22668877499196,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[11, 24, -2, 7, -1, 22, -3, 19, -13, -3, 3]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[11, 19, 22, -2, -3, -13, 3, 24, 2, -3, -1, 7]","[11, 19, 22, -2, -13, 3, 24, -3, -1, 7]",42.33202097703345,42.33202097703345,45.73838650411709,84.6640419540669,1.2745569540385215,42.37924020083418,42.22558466143482,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, -13, 2]",[6],14.317821063276353,14.317821063276353,13.601470508735444,28.635642126552707,0.18356180850354298,14.45683229480096,6.0,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
36,"[-30, 11, -8, 0, -30, 11]","[11, 11, 0, -30, -30, -8]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, -8, 0, -30, 11, 2]","[11, -8, 0, -30, 11]",45.89117562233506,45.89117562233506,44.11349000022555,91.78235124467012,error,45.93473631142341,34.72751070837067,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[-9, 9, 12, 9, 15, -17, 6, 4, 19, 19, 12, 11, 20, 21]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, -9, 2, 21, 12, 11, 19, 20, 12]","[15, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]",52.73518749374084,52.73518749374084,57.97413216254298,105.47037498748168,0.4094881664610756,52.773099207835045,51.96152422706632,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
38,"[-32, -23, 19, 22, 15, -5, -19]","[15, -19, -32, 19, -5, 22, -23]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, -23, 2, 19, 22, 15, -5, -19]","[-32, 19, 22, 15, -5, -19]",54.85435260760991,54.85435260760991,54.26785420486054,109.70870521521982,0.23434514720845384,54.89080068645383,49.79959839195493,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
39,"[-14, -16, 13, -18, -10]","[-10, -16, 13, -14, -18]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, -16, 13, -18, 2, -10]","[-14, -16, 13, -18]",32.32645975048923,32.32645975048923,29.748949561287034,64.65291950097846,0.16736747095157578,32.38826948140329,30.740852297878796,Violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0
40,"[9, -4, -3, 20, -15, -15, 27]","[-4, 20, 27, -15, -3, 9, -15]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, -4, -3, 20, 2, -15, -15, 27]","[9, -4, -3, 20, -15, 27]",41.048751503547585,41.048751503547585,42.2965719651132,82.09750300709517,0.4457773223536933,41.09744517606904,38.2099463490856,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
41,"[-16, 24, -1, -8, 16, -1]","[-1, -1, 24, -16, -8, 16]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 24, -1, -8, 2, 16, -1]","[-16, 24, -1, 16, -1]",33.97057550292606,33.97057550292606,35.12833614050059,67.94115100585212,1.4230859464948389,34.02939905434711,33.015148038438355,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
42,"[-1, 13, 22, -9, 27, 0]","[22, -9, 27, -1, 13, 0]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 2, 13, 22, -9, 27, 0]","[-1, 13, 22, 27, 0]",38.262252939417984,38.262252939417984,41.182520563948,76.52450587883597,error,38.31448812133603,37.1887079635741,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
43,[],[],[],[],[],[2],[],error,error,error,error,error,2.0,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[4, 20, 22, 26, -10, 1]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 22, -10, 20, 2, 4]","[1, 26, 22, -10, 20]",40.95119045888654,40.95119045888654,44.19275958796871,81.90238091777309,1.0385304067013674,41.0,40.755367744629666,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
45,[5],[5],[7],[10],[0.2],"[5, 2]",[],5.0,5.0,7.0,10.0,0.2,5.385164807134504,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[-12, 23, -6, 0, -5, -16, 2]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-12, 23, 0, 2, -16, 2, -6, -5]","[23, 0, -16, 2, -6, -5]",31.52776554086889,31.52776554086889,31.080540535840107,63.05553108173778,error,31.591137997862628,29.154759474226502,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
