,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[-27, -3]","[-3, -27]","[-25, -1]","[-54, -6]","[-0.037037037037037035, -0.3333333333333333]","[-27, 2, -3]",[-3],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
11,"[0, 10, -2, 0]","[-2, 0, 0, 10]","[2, 12, 0, 2]","[0, 20, -4, 0]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[0, 10, -2, 2, 0]","[0, 10, -2]",-0.7355371900826451,-0.7355371900826451,-0.7355371900826451,-0.7355371900826451,error,-0.1694214876033069,error,No-violate,No-violate,error,No-violate,error,0,0,error,0,error
12,"[-17, 23, 7, -15, 11, -23, -24, -2, -25]","[-15, -25, -2, -24, 7, -17, 23, -23, 11]","[-15, 25, 9, -13, 13, -21, -22, 0, -23]","[-34, 46, 14, -30, 22, -46, -48, -4, -50]","[-0.058823529411764705, 0.043478260869565216, 0.14285714285714285, -0.06666666666666667, 0.09090909090909091, -0.043478260869565216, -0.041666666666666664, -0.5, -0.04]","[-17, 23, 7, -15, 11, 2, -23, -24, -2, -25]","[-17, 23, -15, 11, -23, -24, -2, -25]",-1.181786652943546,-1.1817866529435463,-1.181786652943546,-1.181786652943546,2.236294413121911,-1.191123022655634,-0.8335668148148145,No-violate,No-violate,Violate,Violate,Violate,0,0,1,1,1
13,"[-5, -20, -6, -3, -5, -11, -25]","[-20, -25, -5, -11, -5, -6, -3]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[-5, -20, -6, 2, -3, -5, -11, -25]","[-5, -20, -6, -5, -11, -25]",-0.9787020773809805,-0.9787020773809791,-0.9787020773809805,-0.9787020773809805,-0.7345554213276362,-0.7341251424905373,-1.2829040642722118,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[-11, 8, -24, -3, 10, 3, -19, 6, -18, -18, 8, -6, 12]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, -11, 8, -18, 12, 2, -18, -19, 10, 3, 8, 6, -3, -6]","[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -6]",-1.4849802165764268,-1.4849802165764268,-1.4849802165764268,-1.4849802165764268,-0.02224537244828717,-1.378030958988099,-1.6055321525590447,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
15,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[-1, 17, 5, -18, -7, -25, -27, -2]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, -1, -7, 17, 2, 5, -25]","[-27, -2, -1, -7, 17, 5, -25]",-1.0762165695698207,-1.0762165695698207,-1.0762165695698207,-1.0762165695698207,0.5191054488749218,-1.0035445632635471,-1.0425508945710913,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[18, -29, -13, 21, -2, -20, 2, -11, -16]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[-13, 21, 2, 18, -20, -29, -2, 2, -11, -16]","[-13, 21, 18, -20, -2, 2, -11, -16]",-0.9781741755465143,-0.9781741755465143,-0.9781741755465143,-0.9781741755465143,1.1842066640079345,-0.9144315432954886,-1.1720456985193266,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
18,"[15, -28, 21, -27, -3, -6, -27]","[-28, 21, -3, 15, -27, -6, -27]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, -28, 21, -27, -3, 2, -6, -27]","[15, -28, -27, -3, -6, -27]",-1.4576644348179193,-1.4576644348179195,-1.4576644348179193,-1.4576644348179193,-0.12243886745839028,-1.397533315712888,-1.1595715292939646,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-24, 23, 14, -25, -16, -25, -21, 24, -16, -9, -4, 14]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 2, 14]","[-4, -25, 14, 23, -16, -21, -24, -16, -25, -9, 14]",-1.3798907877941788,-1.3798907877941788,-1.3798907877941788,-1.3798907877941788,0.8073191350445192,-1.3438589709714777,-1.054841185362949,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
20,"[-9, -3, 0, 17, -10, 9]","[-10, 17, 0, -3, -9, 9]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 2, 0, 17, -10, 9]","[-9, 0, 17, -10, 9]",-1.1098904558045835,-1.109890455804584,-1.1098904558045835,-1.1098904558045835,error,-0.8514175354736722,-1.4439547167090292,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-25, 0, -24, -9, -17, -16, -17, 18, -14, -4, -19, 5, 2]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, -14, 2, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-17, -9, 5, -14, 2, -19, -4, 0, -24, -25, 18, -16]",-0.4177405241862817,-0.41774052418628305,-0.4177405241862817,-0.4177405241862817,error,-0.6340359711672012,-0.589429930368714,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[-22, 3, -23, -15, 8, -4, 0, -6, 5, 1, 6, -25, 11]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, 2, -22]","[11, -23, 0, 8, -25, -6, 1, 5, -15, 3, 6, -22]",-1.1813437161023683,-1.1813437161023683,-1.1813437161023683,-1.1813437161023683,error,-1.0230982569062221,-1.3295549659229233,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[5, -23, 10, 18, 19, -5, 23, 27, 16, 1, -22, 16, -22]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 2, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[-22, 27, -23, -22, 16, 10, 23, 5, 19, 1, 16, -5]",-1.1062567405415173,-1.1062567405415185,-1.1062567405415173,-1.1062567405415173,5.941035094981066,-0.9963174401475663,-1.2254638420648694,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[1, 19, 4, 6, -2, 29, 29, 18, 22, 2, 31]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, -2, 29, 18, 29, 6, 2, 22, 4, 19, 1, 31]","[2, -2, 29, 18, 29, 22, 4, 19, 1, 31]",-1.6005469577701157,-1.6005469577701157,-1.6005469577701157,-1.6005469577701157,1.321960717597575,-1.5935441738104899,-1.6040682044956476,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
25,"[-17, -11, 23, 16, 9, 16, 12]","[-11, -17, 12, 16, 9, 23, 16]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 2, 23, 16, 9, 16, 12]","[-17, 23, 16, 9, 16, 12]",-1.0388158094872268,-1.0388158094872273,-1.0388158094872268,-1.0388158094872268,-1.0113795175293747,-0.9507914534656381,0.48148250021974315,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
26,"[14, 4, 13, -15, 12, 0, -8]","[-15, 4, -8, 13, 14, 12, 0]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[2, 14, 4, 13, -15, 12, 0, -8]","[14, 4, 13, -15, 12, -8]",-1.1836935410571823,-1.1836935410571823,-1.1836935410571823,-1.1836935410571823,error,-0.949744796261804,-1.3156406642788199,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[21, 11, -7, -1, -23, -4, -28, 10, -9, -15, -17]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 2, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[-17, 10, -28, -7, -9, 11, -23, -4, -15, 21]",-0.8839457244988642,-0.8839457244988642,-0.8839457244988642,-0.8839457244988642,4.247897336070122,-0.8268244575936881,-1.000023639270428,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[-9, -25, 2]",[-9],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
29,"[-15, 0, 10, 0, -14, 13]","[-15, 13, 10, -14, 0, 0]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[2, -15, 0, 10, 0, -14, 13]","[-15, 0, 10, -14, 13]",-1.4606032625423206,-1.4606032625423206,-1.4606032625423206,-1.4606032625423206,error,-1.2105326329355846,-1.7183308057486852,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
30,"[25, 26, 7, 14, 23]","[23, 14, 25, 7, 26]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[2, 25, 26, 7, 14, 23]","[25, 26, 14, 23]",-1.2637860082304528,-1.2637860082304528,-1.2637860082304528,-1.2637860082304528,-0.23589422740723398,-1.505936466286469,-0.8103703703703702,No-violate,No-violate,Violate,Violate,Violate,0,0,1,1,1
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[4, -19, -13, -12, 2, -17, -12, 3, 15, -22]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, 2, -12, 3, -12, -13, -19, 15, -17]","[-22, 2, -12, 3, -12, -13, -19, 15, -17]",-1.040608748499406,-1.040608748499406,-1.040608748499406,-1.040608748499406,-0.46105848557868434,-1.148682205389513,-0.6492726349598783,No-violate,No-violate,Violate,Violate,Violate,0,0,1,1,1
32,"[12, -17, -3, -20]","[-17, -3, 12, -20]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, 2, -17, -3, -20]","[12, -3, -20]",-1.3788016754689492,-1.3788016754689492,-1.3788016754689492,-1.3788016754689492,-0.901912545743917,-1.4403504860613434,error,No-violate,No-violate,Violate,Violate,error,0,0,1,1,error
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[-5, -3, -15, -21, 14, 22, 26, 24]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 2, 24, -5, -21, 26, 22, -3, -15]","[14, -5, -21, 26, 22, -3, -15]",-1.5525347670376008,-1.5525347670376008,-1.5525347670376008,-1.5525347670376008,-0.3094182309380984,-1.3970293421841704,-1.4937146549005358,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[24, -2, 22, 11, 19, -3, -13, 7, -3, -1, 3]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[11, 2, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[11, 19, 22, -2, -3, 3, 24, -3, -1, 7]",-1.0775546058792158,-1.0775546058792163,-1.0775546058792158,-1.0775546058792158,0.4885748725663528,-0.9073445243680385,-1.3967982897392126,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, -13, 2]",[-13],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
36,"[-30, 11, -8, 0, -30, 11]","[-30, 0, -8, 11, 11, -30]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, -8, 2, 0, -30, 11]","[11, -8, 0, -30, 11]",-1.548215819225375,-1.548215819225375,-1.548215819225375,-1.548215819225375,error,-1.2979168383303965,-0.758554496231389,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[21, 4, -17, 19, -9, 6, 12, 20, 19, 9, 12, 11, 9, 15]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 2, 11, 19, 20, 12]","[15, 9, 9, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]",0.7434532977962949,0.743453297796294,0.7434532977962949,0.7434532977962949,0.7363822826829529,0.5614195862649951,0.9417045087381344,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
38,"[-32, -23, 19, 22, 15, -5, -19]","[22, -32, -23, -5, 15, -19, 19]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, -23, 19, 22, 15, 2, -5, -19]","[-32, -23, 19, 22, 15, -19]",-1.6503451304916692,-1.6503451304916692,-1.6503451304916683,-1.6503451304916692,-0.061112679084787125,-1.4709557700708595,-1.8379545481019,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
39,"[-14, -16, 13, -18, -10]","[-16, -10, 13, -18, -14]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, 2, -16, 13, -18, -10]","[-14, -16, 13, -18]",-0.023388671875000266,-0.023388671875000266,-0.023388671875000266,-0.023388671875000266,-0.010363162320965902,-0.8729326944368174,-0.6996992199018841,No-violate,No-violate,Violate,Violate,No-violate,0,0,1,1,0
40,"[9, -4, -3, 20, -15, -15, 27]","[-15, -4, 9, 20, -15, -3, 27]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[2, 9, -4, -3, 20, -15, -15, 27]","[9, -4, 20, -15, -15, 27]",-1.32421801629533,-1.32421801629533,-1.32421801629533,-1.32421801629533,-1.0820621308811593,-1.0769308569796774,-1.5509003921976776,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
41,"[-16, 24, -1, -8, 16, -1]","[-1, 16, -8, -16, 24, -1]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 24, -1, 2, -8, 16, -1]","[-16, 24, -1, -8, -1]",-1.187275637264397,-1.1872756372643973,-1.1872756372643962,-1.187275637264397,-1.501589372976168,-0.87972045924784,-0.40974685398611843,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
42,"[-1, 13, 22, -9, 27, 0]","[22, 13, 27, 0, -1, -9]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 2, 13, 22, -9, 27, 0]","[13, 22, -9, 27, 0]",-1.4999766274238227,-1.4999766274238224,-1.4999766274238227,-1.4999766274238227,error,-1.29550574491966,-1.4641850516813513,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
43,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[22, -10, 1, 26, 4, 20]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 2, 22, -10, 20, 4]","[1, 26, 22, -10, 20]",-1.4296847897471032,-1.4296847897471032,-1.4296847897471032,-1.4296847897471032,0.6579236877377133,-1.4080309112776468,-1.4129255257708142,No-violate,No-violate,Violate,No-violate,Violate,0,0,1,0,1
45,[5],[5],[7],[10],[0.2],"[2, 5]",[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[2, 0, -6, 23, -12, -16, -5]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-12, 23, 2, 0, -16, 2, -6, -5]","[-12, 23, 0, -16, 2, -5]",0.29800162030785904,0.29800162030785904,0.29800162030785904,0.29800162030785904,error,0.47793002915451943,-0.258061321060735,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
