,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[-27, -3]","[-3, -27]","[-25, -1]","[-54, -6]","[-0.037037037037037035, -0.3333333333333333]","[2, -27, -3]",[-3],288.0,288.0,288.0,1152.0,0.0438957475994513,240.33333333333331,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
11,"[0, 10, -2, 0]","[0, 0, 10, -2]","[2, 12, 0, 2]","[0, 20, -4, 0]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[0, 2, 10, -2, 0]","[0, 10, 0]",29.333333333333332,29.333333333333332,29.333333333333332,117.33333333333333,error,22.0,33.33333333333333,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
12,"[-17, 23, 7, -15, 11, -23, -24, -2, -25]","[-24, 11, -23, -17, -15, -25, 23, 7, -2]","[-15, 25, 9, -13, 13, -21, -22, 0, -23]","[-34, 46, 14, -30, 22, -46, -48, -4, -50]","[-0.058823529411764705, 0.043478260869565216, 0.14285714285714285, -0.06666666666666667, 0.09090909090909091, -0.043478260869565216, -0.041666666666666664, -0.5, -0.04]","[-17, 23, 7, 2, -15, 11, -23, -24, -2, -25]","[-17, 23, 7, -15, 11, -23, -2, -25]",309.69444444444446,309.69444444444446,309.69444444444446,1238.7777777777778,0.03359928167517323,283.7888888888889,308.69642857142856,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
13,"[-5, -20, -6, -3, -5, -11, -25]","[-5, -20, -11, -6, -25, -3, -5]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[2, -5, -20, -6, -3, -5, -11, -25]","[-20, -6, -3, -5, -11, -25]",72.90476190476191,72.90476190476191,72.90476190476191,291.61904761904765,0.010724023787660152,82.69642857142857,79.86666666666667,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[12, -11, 10, -18, -24, 8, -18, 6, 3, -3, -19, -6, 8]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, -11, 8, -18, 12, 2, -18, -19, 10, 3, 8, 6, -3, -6]","[-24, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]",163.33333333333334,163.33333333333334,163.33333333333334,653.3333333333334,0.028622636313280634,153.34065934065933,173.3560606060606,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
15,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[-7, 17, -2, -1, 5, -25, -18, -27]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, -1, -7, 2, 17, 5, -25]","[-2, -18, -1, -7, 17, 5, -25]",232.21428571428572,232.21428571428572,232.21428571428572,928.8571428571429,0.147486735948313,212.69444444444446,196.61904761904762,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[2, -2, 18, 21, -13, -16, -29, -11, -20]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[-13, 2, 21, 18, -20, -29, -2, 2, -11, -16]","[-13, 18, -20, -29, -2, 2, -11, -16]",285.2777777777778,285.2777777777778,285.2777777777778,1141.1111111111113,0.06526925991032881,259.2888888888889,212.69642857142858,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
18,"[15, -28, 21, -27, -3, -6, -27]","[-6, 15, 21, -27, -27, -28, -3]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, -28, 21, 2, -27, -3, -6, -27]","[15, -28, -27, -3, -6, -27]",420.1428571428571,420.1428571428571,420.1428571428571,1680.5714285714284,0.01909086758356095,372.26785714285717,309.8666666666666,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-21, 14, -25, 23, -4, -25, -9, 24, -24, -16, -16, 14]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[-4, -25, 24, 14, 23, -16, -21, -24, 2, -16, -25, -9, 14]","[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9]",365.53787878787875,365.53787878787875,365.53787878787875,1462.151515151515,0.008042747819506342,339.3076923076923,360.9636363636363,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
20,"[-9, -3, 0, 17, -10, 9]","[17, -10, -9, 9, -3, 0]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, 2, -3, 0, 17, -10, 9]","[-9, -3, 17, -10, 9]",111.46666666666665,111.46666666666665,111.46666666666665,445.8666666666666,error,93.14285714285715,139.20000000000002,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-24, 0, -17, -25, -17, 2, 5, -9, -16, -4, -14, -19, 18]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, 2, -24, -25, 18, -16]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, -25, 18, -16]",161.19230769230768,161.1923076923077,161.19230769230768,644.7692307692307,error,157.8021978021978,154.36363636363637,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[5, -6, -23, -25, -4, 11, 6, -15, 0, 3, -22, 8, 1]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 2, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[11, -23, 0, 8, -6, 1, 5, -4, -15, 3, 6, -22]",157.06410256410257,157.06410256410257,157.06410256410257,628.2564102564103,error,148.1813186813187,130.72727272727272,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[1, -5, 10, -22, 19, 18, 16, 27, 23, -23, -22, 16, 5]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5, 2]","[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 16, -5]",316.47435897435895,316.474358974359,316.47435897435895,1265.8974358974358,0.08225481381855125,292.7087912087911,343.7878787878789,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[19, -2, 1, 22, 18, 4, 29, 29, 6, 2, 31]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 2, 31]","[2, 29, 18, 29, 6, 22, 4, 19, 1, 31]",157.47272727272727,157.47272727272727,157.47272727272727,629.8909090909091,0.13476173742009617,156.08333333333337,141.8777777777778,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
25,"[-17, -11, 23, 16, 9, 16, 12]","[-11, 12, 23, 16, 9, 16, -17]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 2, 23, 16, 9, 16, 12]","[-17, -11, 16, 9, 16, 12]",224.4761904761905,224.47619047619048,224.4761904761905,897.904761904762,0.005704132356963217,195.35714285714286,208.56666666666666,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
26,"[14, 4, 13, -15, 12, 0, -8]","[0, 14, -15, 13, 4, 12, -8]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[2, 14, 4, 13, -15, 12, 0, -8]","[14, 4, 13, -15, 0, -8]",126.14285714285712,126.14285714285715,126.14285714285712,504.5714285714285,error,108.21428571428571,131.86666666666665,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[-15, -1, -23, -9, 21, 10, -17, -7, 11, -28, -4]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[-17, 10, -28, -7, -9, 11, -23, -1, -4, 2, -15, 21]","[-17, 10, -28, -7, -9, 11, -1, -4, -15, 21]",228.65454545454546,228.65454545454546,228.65454545454546,914.6181818181818,0.0930378107675197,212.72727272727272,217.2111111111111,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[2, -9, -25]",[-25],128.0,128.0,128.0,512.0,0.0025283950617283947,184.33333333333331,error,No-violate,No-violate,No-violate,No-violate,error,0,0,0,0,error
29,"[-15, 0, 10, 0, -14, 13]","[13, 0, -14, 0, -15, 10]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, 0, 10, 2, 0, -14, 13]","[-15, 10, 0, -14, 13]",136.8,136.8,136.8,547.2,error,115.28571428571428,170.7,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
30,"[25, 26, 7, 14, 23]","[23, 14, 26, 7, 25]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 26, 2, 7, 14, 23]","[26, 7, 14, 23]",67.5,67.5,67.5,270.0,0.0019675834973311027,102.16666666666667,75.0,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[-13, 3, -12, 4, -17, -22, -12, 2, 15, -19]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, 2, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[4, -22, 2, -12, 3, -12, -19, 15, -17]",148.98888888888888,148.9888888888889,148.98888888888888,595.9555555555555,0.04444254392176932,141.61818181818182,162.77777777777777,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
32,"[12, -17, -3, -20]","[-17, 12, -20, -3]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, 2, -17, -3, -20]","[12, -17, -20]",215.33333333333334,215.33333333333334,215.33333333333334,861.3333333333334,0.03060906061771113,177.7,312.33333333333337,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[-15, -3, 22, 14, 24, 26, -5, -21]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 24, -5, -21, 26, 22, 2, -3, -15]","[14, 24, -5, 26, 22, -3, -15]",344.5,344.5,344.5,1378.0,0.020403681646467876,302.6111111111111,270.6666666666667,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[7, 19, 3, -1, -13, 24, 11, -2, -3, -3, 22]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[11, 19, 22, -2, -3, 2, -13, 3, 24, -3, -1, 7]","[11, 22, -2, -3, -13, 3, 24, -3, -1, 7]",141.96363636363634,141.96363636363634,141.96363636363634,567.8545454545454,0.1409807993474099,130.27272727272728,136.5,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, -13, 2]",[6],180.5,180.5,180.5,722.0,0.029667981591058514,100.33333333333334,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
36,"[-30, 11, -8, 0, -30, 11]","[11, -8, -30, 11, 0, -30]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, 2, -8, 0, -30, 11]","[-30, 11, -8, -30, 11]",350.66666666666663,350.6666666666667,350.66666666666663,1402.6666666666665,error,305.5714285714286,420.70000000000005,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[9, 4, 12, 11, 19, -17, -9, 20, 6, 19, 12, 21, 9, 15]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, 2, -9, 21, 12, 11, 19, 20, 12]","[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 19, 20, 12]",119.63186813186813,119.63186813186816,119.63186813186813,478.5274725274725,0.007447003775614974,114.69523809523808,129.3589743589744,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
38,"[-32, -23, 19, 22, 15, -5, -19]","[19, 22, -5, -19, -32, -23, 15]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, 2, -23, 19, 22, 15, -5, -19]","[-32, -23, 19, 22, 15, -19]",488.9047619047619,488.90476190476187,488.90476190476187,1955.6190476190477,0.00852339247234319,422.55357142857144,586.0,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
39,"[-14, -16, 13, -18, -10]","[-14, -10, -16, -18, 13]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, -16, 13, -18, 2, -10]","[-14, -16, 13, -10]",160.0,160.0,160.0,640.0,0.004743857583028829,148.16666666666669,179.58333333333334,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
40,"[9, -4, -3, 20, -15, -15, 27]","[27, 9, 20, -4, -15, -3, -15]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, -4, -3, 20, -15, -15, 2, 27]","[9, -4, 20, -15, -15, 27]",272.23809523809524,272.23809523809524,272.23809523809524,1088.952380952381,0.02671810699588477,233.41071428571428,319.06666666666666,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
41,"[-16, 24, -1, -8, 16, -1]","[-1, -16, -8, -1, 24, 16]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[2, -16, 24, -1, -8, 16, -1]","[-16, 24, -1, -8, 16]",224.2666666666667,224.26666666666665,224.26666666666665,897.0666666666668,0.2603587962962963,186.90476190476193,277.0,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
42,"[-1, 13, 22, -9, 27, 0]","[0, -1, 13, 27, 22, -9]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 2, 13, 22, -9, 27, 0]","[-1, 13, 22, -9, 27]",202.66666666666669,202.66666666666669,202.66666666666669,810.6666666666667,error,175.23809523809527,230.79999999999998,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
43,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[26, 20, 1, 4, -10, 22]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 22, 2, -10, 20, 4]","[1, 26, 22, -10, 4]",203.1,203.1,203.1,812.4,0.16076106411071445,179.57142857142858,226.79999999999998,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
45,[5],[5],[7],[10],[0.2],"[2, 5]",[],error,error,error,error,error,4.5,error,error,error,error,error,error,error,error,error,error,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[2, -12, -6, 23, -5, -16, 0]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[-12, 23, 0, -16, 2, -6, -5, 2]","[-12, 23, 0, -16, 2, -5]",161.0,161.0,161.0,644.0,error,140.0,189.46666666666667,No-violate,No-violate,error,Violate,Violate,0,0,error,1,1
47,"[11, 8, 10, 7, -17, 25, 5, 21, 25, 6, 19, -1]","[11, 5, 25, 19, 6, -17, -1, 21, 10, 8, 25, 7]","[13, 10, 12, 9, -15, 27, 7, 23, 27, 8, 21, 1]","[22, 16, 20, 14, -34, 50, 10, 42, 50, 12, 38, -2]","[0.09090909090909091, 0.125, 0.1, 0.14285714285714285, -0.058823529411764705, 0.04, 0.2, 0.047619047619047616, 0.04, 0.16666666666666666, 0.05263157894736842, -1.0]","[11, 8, 10, 7, 2, -17, 25, 5, 21, 25, 6, 19, -1]","[11, 8, 10, 7, -17, 5, 21, 25, 6, 19, -1]",141.53787878787875,141.53787878787878,141.53787878787875,566.151515151515,0.10304890423721788,134.56410256410257,130.87272727272727,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
48,[],[],[],[],[],[2],[],error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
