,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
10,"[-27, -3]","[-3, -27]","[-25, -1]","[-54, -6]","[-0.037037037037037035, -0.3333333333333333]","[2, -27, -3]",[-3],-15.0,-15.0,-13.0,-30.0,-0.18518518518518517,-9.333333333333334,-3.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
11,"[0, 10, -2, 0]","[10, 0, 0, -2]","[2, 12, 0, 2]","[0, 20, -4, 0]","['ZeroDivisionError', 0.1, -0.5, 'ZeroDivisionError']","[0, 10, -2, 2, 0]","[0, 10, 0]",2.0,2.0,4.0,4.0,error,2.0,3.3333333333333335,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
12,"[-17, 23, 7, -15, 11, -23, -24, -2, -25]","[23, -24, 7, -23, -2, -17, -25, 11, -15]","[-15, 25, 9, -13, 13, -21, -22, 0, -23]","[-34, 46, 14, -30, 22, -46, -48, -4, -50]","[-0.058823529411764705, 0.043478260869565216, 0.14285714285714285, -0.06666666666666667, 0.09090909090909091, -0.043478260869565216, -0.041666666666666664, -0.5, -0.04]","[-17, 23, 7, -15, 11, -23, 2, -24, -2, -25]","[-17, 23, -15, 11, -23, -24, -2, -25]",-7.222222222222222,-7.222222222222222,-5.222222222222222,-14.444444444444445,-0.05259895877542936,-6.3,-9.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
13,"[-5, -20, -6, -3, -5, -11, -25]","[-3, -11, -5, -5, -25, -20, -6]","[-3, -18, -4, -1, -3, -9, -23]","[-10, -40, -12, -6, -10, -22, -50]","[-0.2, -0.05, -0.16666666666666666, -0.3333333333333333, -0.2, -0.09090909090909091, -0.04]","[-5, 2, -20, -6, -3, -5, -11, -25]","[-5, -20, -6, -3, -11, -25]",-10.714285714285714,-10.714285714285714,-8.714285714285714,-21.428571428571427,-0.1544155844155844,-9.125,-11.666666666666666,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
14,"[-24, -11, 8, -18, 12, -18, -19, 10, 3, 8, 6, -3, -6]","[8, 8, -18, 10, -18, -3, -6, -19, -24, 3, 6, -11, 12]","[-22, -9, 10, -16, 14, -16, -17, 12, 5, 10, 8, -1, -4]","[-48, -22, 16, -36, 24, -36, -38, 20, 6, 16, 12, -6, -12]","[-0.041666666666666664, -0.09090909090909091, 0.125, -0.05555555555555555, 0.08333333333333333, -0.05555555555555555, -0.05263157894736842, 0.1, 0.3333333333333333, 0.125, 0.16666666666666666, -0.3333333333333333, -0.16666666666666666]","[-24, -11, 8, -18, 12, 2, -18, -19, 10, 3, 8, 6, -3, -6]","[-24, -11, 8, -18, 12, -19, 10, 3, 8, 6, -3, -6]",-4.0,-4.0,-2.0,-8.0,0.010539606592238175,-3.5714285714285716,-2.8333333333333335,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
15,[],[],[],[],[],[2],[],,,,,,2.0,,error,error,error,error,error,error,error,error,error,error
16,"[-27, -2, -18, -1, -7, 17, 5, -25]","[-2, -7, -25, 5, 17, -27, -18, -1]","[-25, 0, -16, 1, -5, 19, 7, -23]","[-54, -4, -36, -2, -14, 34, 10, -50]","[-0.037037037037037035, -0.5, -0.05555555555555555, -1.0, -0.14285714285714285, 0.058823529411764705, 0.2, -0.04]","[-27, -2, -18, -1, -7, 2, 17, 5, -25]","[-27, -18, -1, -7, 17, 5, -25]",-7.25,-7.25,-5.25,-14.5,-0.18957827575474634,-6.222222222222222,-8.0,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
17,"[-13, 21, 18, -20, -29, -2, 2, -11, -16]","[-29, -11, -2, -16, 18, -13, 2, 21, -20]","[-11, 23, 20, -18, -27, 0, 4, -9, -14]","[-26, 42, 36, -40, -58, -4, 4, -22, -32]","[-0.07692307692307693, 0.047619047619047616, 0.05555555555555555, -0.05, -0.034482758620689655, -0.5, 0.5, -0.09090909090909091, -0.0625]","[-13, 21, 18, -20, -29, -2, 2, -11, -16, 2]","[-13, 21, -20, -29, -2, 2, -11, -16]",-5.555555555555555,-5.555555555555555,-3.5555555555555554,-11.11111111111111,-0.02351559147536159,-4.8,-8.5,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
18,"[15, -28, 21, -27, -3, -6, -27]","[-3, -28, 15, -6, -27, 21, -27]","[17, -26, 23, -25, -1, -4, -25]","[30, -56, 42, -54, -6, -12, -54]","[0.06666666666666667, -0.03571428571428571, 0.047619047619047616, -0.037037037037037035, -0.3333333333333333, -0.16666666666666666, -0.037037037037037035]","[15, -28, 21, 2, -27, -3, -6, -27]","[15, -28, 21, -3, -6, -27]",-7.857142857142857,-7.857142857142857,-5.857142857142857,-15.714285714285714,-0.07078609221466364,-6.625,-4.666666666666667,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
19,"[-4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[14, -16, -21, -9, 24, -16, -25, -4, 23, -24, -25, 14]","[-2, -23, 26, 16, 25, -14, -19, -22, -14, -23, -7, 16]","[-8, -50, 48, 28, 46, -32, -42, -48, -32, -50, -18, 28]","[-0.25, -0.04, 0.041666666666666664, 0.07142857142857142, 0.043478260869565216, -0.0625, -0.047619047619047616, -0.041666666666666664, -0.0625, -0.04, -0.1111111111111111, 0.07142857142857142]","[2, -4, -25, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]","[-4, 24, 14, 23, -16, -21, -24, -16, -25, -9, 14]",-5.416666666666667,-5.416666666666667,-3.4166666666666665,-10.833333333333334,-0.03561622958362088,-4.846153846153846,-3.6363636363636362,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
20,"[-9, -3, 0, 17, -10, 9]","[-10, 9, -3, -9, 0, 17]","[-7, -1, 2, 19, -8, 11]","[-18, -6, 0, 34, -20, 18]","[-0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', 0.058823529411764705, -0.1, 0.1111111111111111]","[-9, -3, 0, 17, 2, -10, 9]","[-3, 0, 17, -10, 9]",0.6666666666666666,0.6666666666666666,2.6666666666666665,1.3333333333333333,error,0.8571428571428571,2.6,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
21,"[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, -25, 18, -16]","[-4, -24, -9, -19, 2, 0, 18, 5, -14, -17, -25, -16, -17]","[-15, -7, 7, -12, 4, -17, -2, 2, -15, -22, -23, 20, -14]","[-34, -18, 10, -28, 4, -38, -8, 0, -34, -48, -50, 36, -32]","[-0.058823529411764705, -0.1111111111111111, 0.2, -0.07142857142857142, 0.5, -0.05263157894736842, -0.25, 'ZeroDivisionError', -0.058823529411764705, -0.041666666666666664, -0.04, 0.05555555555555555, -0.0625]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, 2, -24, -25, 18, -16]","[-17, -9, 5, -14, 2, -19, -4, 0, -17, -24, 18, -16]",-9.23076923076923,-9.23076923076923,-7.230769230769231,-18.46153846153846,error,-8.428571428571429,-7.916666666666667,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
22,"[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[1, 11, -23, -25, 3, -15, 8, -4, 6, 0, -22, 5, -6]","[13, -21, 2, 10, -23, -4, 3, 7, -2, -13, 5, 8, -20]","[22, -46, 0, 16, -50, -12, 2, 10, -8, -30, 6, 12, -44]","[0.09090909090909091, -0.043478260869565216, 'ZeroDivisionError', 0.125, -0.04, -0.16666666666666666, 1.0, 0.2, -0.25, -0.06666666666666667, 0.3333333333333333, 0.16666666666666666, -0.045454545454545456]","[11, -23, 0, 8, 2, -25, -6, 1, 5, -4, -15, 3, 6, -22]","[11, -23, 0, 8, -25, -6, 1, 5, -4, -15, 3, 6]",-4.6923076923076925,-4.6923076923076925,-2.6923076923076925,-9.384615384615385,error,-4.214285714285714,-3.25,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
23,"[-22, 27, -23, -22, 16, 10, 18, 23, 5, 19, 1, 16, -5]","[-22, 19, 5, -23, 23, -5, -22, 10, 16, 27, 18, 16, 1]","[-20, 29, -21, -20, 18, 12, 20, 25, 7, 21, 3, 18, -3]","[-44, 54, -46, -44, 32, 20, 36, 46, 10, 38, 2, 32, -10]","[-0.045454545454545456, 0.037037037037037035, -0.043478260869565216, -0.045454545454545456, 0.0625, 0.1, 0.05555555555555555, 0.043478260869565216, 0.2, 0.05263157894736842, 1.0, 0.0625, -0.2]","[-22, 27, -23, -22, 16, 10, 2, 18, 23, 5, 19, 1, 16, -5]","[-22, 27, -23, 16, 10, 18, 23, 5, 19, 1, 16, -5]",4.846153846153846,4.846153846153846,6.846153846153846,9.692307692307692,0.09840885235622078,4.642857142857143,7.083333333333333,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
24,"[2, -2, 29, 18, 29, 6, 22, 4, 19, 1, 31]","[2, 1, 6, 18, 19, 29, -2, 29, 31, 22, 4]","[4, 0, 31, 20, 31, 8, 24, 6, 21, 3, 33]","[4, -4, 58, 36, 58, 12, 44, 8, 38, 2, 62]","[0.5, -0.5, 0.034482758620689655, 0.05555555555555555, 0.034482758620689655, 0.16666666666666666, 0.045454545454545456, 0.25, 0.05263157894736842, 1.0, 0.03225806451612903]","[2, -2, 29, 18, 29, 6, 22, 2, 4, 19, 1, 31]","[2, -2, 29, 18, 29, 6, 22, 4, 19, 1]",14.454545454545455,14.454545454545455,16.454545454545453,28.90909090909091,0.15195744803469494,13.416666666666666,12.8,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
25,"[-17, -11, 23, 16, 9, 16, 12]","[16, 12, -11, 9, 16, 23, -17]","[-15, -9, 25, 18, 11, 18, 14]","[-34, -22, 46, 32, 18, 32, 24]","[-0.058823529411764705, -0.09090909090909091, 0.043478260869565216, 0.0625, 0.1111111111111111, 0.0625, 0.08333333333333333]","[-17, -11, 23, 2, 16, 9, 16, 12]","[-11, 23, 16, 9, 16, 12]",6.857142857142857,6.857142857142857,8.857142857142858,13.714285714285714,0.03045572642759344,6.25,10.833333333333334,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
26,"[14, 4, 13, -15, 12, 0, -8]","[4, 0, -8, 12, 13, -15, 14]","[16, 6, 15, -13, 14, 2, -6]","[28, 8, 26, -30, 24, 0, -16]","[0.07142857142857142, 0.25, 0.07692307692307693, -0.06666666666666667, 0.08333333333333333, 'ZeroDivisionError', -0.125]","[2, 14, 4, 13, -15, 12, 0, -8]","[14, 13, -15, 12, 0, -8]",2.857142857142857,2.857142857142857,4.857142857142857,5.714285714285714,error,2.75,2.6666666666666665,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
27,"[-17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[-1, -15, -9, 21, -17, 10, -7, 11, -28, -4, -23]","[-15, 12, -26, -5, -7, 13, -21, 1, -2, -13, 23]","[-34, 20, -56, -14, -18, 22, -46, -2, -8, -30, 42]","[-0.058823529411764705, 0.1, -0.03571428571428571, -0.14285714285714285, -0.1111111111111111, 0.09090909090909091, -0.043478260869565216, -1.0, -0.25, -0.06666666666666667, 0.047619047619047616]","[2, -17, 10, -28, -7, -9, 11, -23, -1, -4, -15, 21]","[10, -28, -7, -9, 11, -23, -1, -4, -15, 21]",-5.636363636363637,-5.636363636363637,-3.6363636363636362,-11.272727272727273,-0.13364753255476344,-5.0,-4.5,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
28,"[-9, -25]","[-25, -9]","[-7, -23]","[-18, -50]","[-0.1111111111111111, -0.04]","[-9, 2, -25]",[-9],-17.0,-17.0,-15.0,-34.0,-0.07555555555555556,-10.666666666666666,-9.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
29,"[-15, 0, 10, 0, -14, 13]","[13, -14, -15, 0, 10, 0]","[-13, 2, 12, 2, -12, 15]","[-30, 0, 20, 0, -28, 26]","[-0.06666666666666667, 'ZeroDivisionError', 0.1, 'ZeroDivisionError', -0.07142857142857142, 0.07692307692307693]","[-15, 2, 0, 10, 0, -14, 13]","[-15, 0, 10, -14, 13]",-1.0,-1.0,1.0,-2.0,error,-0.5714285714285714,-1.2,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
30,"[25, 26, 7, 14, 23]","[7, 23, 26, 25, 14]","[27, 28, 9, 16, 25]","[50, 52, 14, 28, 46]","[0.04, 0.038461538461538464, 0.14285714285714285, 0.07142857142857142, 0.043478260869565216]","[25, 26, 7, 14, 2, 23]","[25, 26, 7, 14]",19.0,19.0,21.0,38.0,0.06724510272336359,16.166666666666668,18.0,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
31,"[4, -22, 2, -12, 3, -12, -13, -19, 15, -17]","[15, 4, 2, -13, 3, -17, -12, -19, -12, -22]","[6, -20, 4, -10, 5, -10, -11, -17, 17, -15]","[8, -44, 4, -24, 6, -24, -26, -38, 30, -34]","[0.25, -0.045454545454545456, 0.5, -0.08333333333333333, 0.3333333333333333, -0.08333333333333333, -0.07692307692307693, -0.05263157894736842, 0.06666666666666667, -0.058823529411764705]","[4, -22, 2, -12, 3, -12, 2, -13, -19, 15, -17]","[4, -22, 2, -12, 3, -12, -13, 15, -17]",-7.1,-7.1,-5.1,-14.2,0.07495006025965778,-6.2727272727272725,-5.777777777777778,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
32,"[12, -17, -3, -20]","[-20, 12, -17, -3]","[14, -15, -1, -18]","[24, -34, -6, -40]","[0.08333333333333333, -0.058823529411764705, -0.3333333333333333, -0.05]","[12, -17, -3, -20, 2]","[12, -17, -20]",-7.0,-7.0,-5.0,-14.0,-0.08970588235294118,-5.2,-8.333333333333334,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
33,"[14, 24, -5, -21, 26, 22, -3, -15]","[-3, 26, -21, 22, -15, -5, 14, 24]","[16, 26, -3, -19, 28, 24, -1, -13]","[28, 48, -10, -42, 52, 44, -6, -30]","[0.07142857142857142, 0.041666666666666664, -0.2, -0.047619047619047616, 0.038461538461538464, 0.045454545454545456, -0.3333333333333333, -0.06666666666666667]","[14, 24, -5, -21, 26, 22, -3, 2, -15]","[24, -5, -21, 26, 22, -3, -15]",5.25,5.25,7.25,10.5,-0.0563259657009657,4.888888888888889,4.0,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
34,"[11, 19, 22, -2, -3, -13, 3, 24, -3, -1, 7]","[22, 24, -3, -1, 11, -13, 3, -2, -3, 7, 19]","[13, 21, 24, 0, -1, -11, 5, 26, -1, 1, 9]","[22, 38, 44, -4, -6, -26, 6, 48, -6, -2, 14]","[0.09090909090909091, 0.05263157894736842, 0.045454545454545456, -0.5, -0.3333333333333333, -0.07692307692307693, 0.3333333333333333, 0.041666666666666664, -0.3333333333333333, -1.0, 0.14285714285714285]","[11, 19, 22, -2, -3, -13, 3, 24, 2, -3, -1, 7]","[11, 19, 22, -2, -3, 3, 24, -3, -1, 7]",5.818181818181818,5.818181818181818,7.818181818181818,11.636363636363637,-0.13970339867469053,5.5,7.7,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
35,"[6, -13]","[-13, 6]","[8, -11]","[12, -26]","[0.16666666666666666, -0.07692307692307693]","[6, 2, -13]",[6],-3.5,-3.5,-1.5,-7.0,0.044871794871794865,-1.6666666666666667,6.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
36,"[-30, 11, -8, 0, -30, 11]","[0, 11, -30, -30, -8, 11]","[-28, 13, -6, 2, -28, 13]","[-60, 22, -16, 0, -60, 22]","[-0.03333333333333333, 0.09090909090909091, -0.125, 'ZeroDivisionError', -0.03333333333333333, 0.09090909090909091]","[-30, 11, -8, 0, -30, 2, 11]","[-30, -8, 0, -30, 11]",-7.666666666666667,-7.666666666666667,-5.666666666666667,-15.333333333333334,error,-6.285714285714286,-11.4,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
37,"[15, 9, 9, -17, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]","[6, 21, 19, -17, 12, 11, 9, 4, 9, 20, 12, 15, 19, -9]","[17, 11, 11, -15, 8, 21, 6, -7, 23, 14, 13, 21, 22, 14]","[30, 18, 18, -34, 12, 38, 8, -18, 42, 24, 22, 38, 40, 24]","[0.06666666666666667, 0.1111111111111111, 0.1111111111111111, -0.058823529411764705, 0.16666666666666666, 0.05263157894736842, 0.25, -0.1111111111111111, 0.047619047619047616, 0.08333333333333333, 0.09090909090909091, 0.05263157894736842, 0.05, 0.08333333333333333]","[15, 9, 9, -17, 6, 19, 4, 2, -9, 21, 12, 11, 19, 20, 12]","[15, 9, 9, 6, 19, 4, -9, 21, 12, 11, 19, 20, 12]",9.357142857142858,9.357142857142858,11.357142857142858,18.714285714285715,0.07114849129444441,8.866666666666667,11.384615384615385,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
38,"[-32, -23, 19, 22, 15, -5, -19]","[15, 19, -32, -23, 22, -5, -19]","[-30, -21, 21, 24, 17, -3, -17]","[-64, -46, 38, 44, 30, -10, -38]","[-0.03125, -0.043478260869565216, 0.05263157894736842, 0.045454545454545456, 0.06666666666666667, -0.2, -0.05263157894736842]","[-32, 2, -23, 19, 22, 15, -5, -19]","[-32, 19, 22, 15, -5, -19]",-3.2857142857142856,-3.2857142857142856,-1.2857142857142858,-6.571428571428571,-0.023229578392621873,-2.625,0.0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
39,"[-14, -16, 13, -18, -10]","[-18, -14, -16, -10, 13]","[-12, -14, 15, -16, -8]","[-28, -32, 26, -36, -20]","[-0.07142857142857142, -0.0625, 0.07692307692307693, -0.05555555555555555, -0.1]","[-14, -16, 2, 13, -18, -10]","[-14, 13, -18, -10]",-9.0,-9.0,-7.0,-18.0,-0.04251221001221001,-7.166666666666667,-7.25,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
40,"[9, -4, -3, 20, -15, -15, 27]","[9, -3, 27, -4, 20, -15, -15]","[11, -2, -1, 22, -13, -13, 29]","[18, -8, -6, 40, -30, -30, 54]","[0.1111111111111111, -0.25, -0.3333333333333333, 0.05, -0.06666666666666667, -0.06666666666666667, 0.037037037037037035]","[9, -4, -3, 20, -15, -15, 27, 2]","[-4, -3, 20, -15, -15, 27]",2.7142857142857144,2.7142857142857144,4.714285714285714,5.428571428571429,-0.07407407407407408,2.625,1.6666666666666667,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
41,"[-16, 24, -1, -8, 16, -1]","[24, 16, -1, -16, -8, -1]","[-14, 26, 1, -6, 18, 1]","[-32, 48, -2, -16, 32, -2]","[-0.0625, 0.041666666666666664, -1.0, -0.125, 0.0625, -1.0]","[-16, 24, 2, -1, -8, 16, -1]","[-16, -1, -8, 16, -1]",2.3333333333333335,2.3333333333333335,4.333333333333333,4.666666666666667,-0.34722222222222215,2.2857142857142856,-2.0,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
42,"[-1, 13, 22, -9, 27, 0]","[27, -9, 0, -1, 13, 22]","[1, 15, 24, -7, 29, 2]","[-2, 26, 44, -18, 54, 0]","[-1.0, 0.07692307692307693, 0.045454545454545456, -0.1111111111111111, 0.037037037037037035, 'ZeroDivisionError']","[-1, 13, 22, -9, 2, 27, 0]","[-1, 22, -9, 27, 0]",8.666666666666666,8.666666666666666,10.666666666666666,17.333333333333332,error,7.714285714285714,7.8,No-violate,No-violate,error,Violate,No-violate,0,0,error,1,0
43,[],[],[],[],[],[2],[],,,,,,2.0,,error,error,error,error,error,error,error,error,error,error
44,"[1, 26, 22, -10, 20, 4]","[26, 22, -10, 1, 20, 4]","[3, 28, 24, -8, 22, 6]","[2, 52, 44, -20, 40, 8]","[1.0, 0.038461538461538464, 0.045454545454545456, -0.1, 0.05, 0.25]","[1, 26, 22, -10, 20, 4, 2]","[1, 26, -10, 20, 4]",10.5,10.5,12.5,21.0,0.213986013986014,9.285714285714286,8.2,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
45,[5],[5],[7],[10],[0.2],"[2, 5]",[],5.0,5.0,7.0,10.0,0.2,3.5,,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
46,"[-12, 23, 0, -16, 2, -6, -5]","[2, -6, 23, -16, -12, -5, 0]","[-10, 25, 2, -14, 4, -4, -3]","[-24, 46, 0, -32, 4, -12, -10]","[-0.08333333333333333, 0.043478260869565216, 'ZeroDivisionError', -0.0625, 0.5, -0.16666666666666666, -0.2]","[2, -12, 23, 0, -16, 2, -6, -5]","[-12, 23, 0, -16, 2, -6]",-2.0,-2.0,0.0,-4.0,error,-1.5,-1.5,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
47,"[11, 8, 10, 7, -17, 25, 5, 21, 25, 6, 19, -1]","[25, 5, -17, 25, -1, 7, 6, 8, 21, 19, 11, 10]","[13, 10, 12, 9, -15, 27, 7, 23, 27, 8, 21, 1]","[22, 16, 20, 14, -34, 50, 10, 42, 50, 12, 38, -2]","[0.09090909090909091, 0.125, 0.1, 0.14285714285714285, -0.058823529411764705, 0.04, 0.2, 0.047619047619047616, 0.04, 0.16666666666666666, 0.05263157894736842, -1.0]","[11, 8, 10, 7, 2, -17, 25, 5, 21, 25, 6, 19, -1]","[11, 8, 10, 7, -17, 25, 5, 21, 25, 6, 19]",9.916666666666666,9.916666666666666,11.916666666666666,19.833333333333332,-0.0044283335343706836,9.307692307692308,10.909090909090908,No-violate,No-violate,No-violate,Violate,Violate,0,0,0,1,1
48,[],[],[],[],[],[2],[],,,,,,2.0,,error,error,error,error,error,error,error,error,error,error
