,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
13,"[-4, 8, -5, 8, 6, 5, -8, 6, -8, 6, -2, -6, 1, 7]","[7, -8, 6, -5, 5, -8, -6, -2, 6, 1, 8, 8, -4, 6]","[-2, 10, -3, 10, 8, 7, -6, 8, -6, 8, 0, -4, 3, 9]","[-8, 16, -10, 16, 12, 10, -16, 12, -16, 12, -4, -12, 2, 14]","[-0.25, 0.125, -0.2, 0.125, 0.16666666666666666, 0.2, -0.125, 0.16666666666666666, -0.125, 0.16666666666666666, -0.5, -0.16666666666666666, 1.0, 0.14285714285714285]","[-4, 8, -5, 8, 6, 5, 2, -8, 6, -8, 6, -2, -6, 1, 7]","[-4, 8, -5, 8, 6, 5, -8, 6, -8, 6, -2, -6, 1]",14,14,42,28,0.7261904761904763,16,7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
14,"[-4, -9]","[-9, -4]","[-2, -7]","[-8, -18]","[-0.25, -0.1111111111111111]","[-4, 2, -9]",[-9],-13,-13,-9,-26,-0.3611111111111111,-11,-9,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
15,[7],[7],[9],[14],[0.14285714285714285],"[2, 7]",[],7,7,9,14,0.14285714285714285,9,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
16,"[9, -9, -4, -4, 13, -15, -15, 9, 0, 12, -15]","[12, -15, 13, 9, 9, -9, -15, -4, -15, -4, 0]","[11, -7, -2, -2, 15, -13, -13, 11, 2, 14, -13]","[18, -18, -8, -8, 26, -30, -30, 18, 0, 24, -30]","[0.1111111111111111, -0.1111111111111111, -0.25, -0.25, 0.07692307692307693, -0.06666666666666667, -0.06666666666666667, 0.1111111111111111, 'ZeroDivisionError', 0.08333333333333333, -0.06666666666666667]","[9, 2, -9, -4, -4, 13, -15, -15, 9, 0, 12, -15]","[-9, -4, -4, 13, -15, -15, 9, 0, 12, -15]",-19,-19,3,-38,error,-17,-28,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
17,"[-7, -8, -9, -3, -2, -8, -7, 4, -6, 2, -4, 5, -4]","[-8, 2, -6, 5, -4, -7, -3, -7, -2, -9, 4, -8, -4]","[-5, -6, -7, -1, 0, -6, -5, 6, -4, 4, -2, 7, -2]","[-14, -16, -18, -6, -4, -16, -14, 8, -12, 4, -8, 10, -8]","[-0.14285714285714285, -0.125, -0.1111111111111111, -0.3333333333333333, -0.5, -0.125, -0.14285714285714285, 0.25, -0.16666666666666666, 0.5, -0.25, 0.2, -0.25]","[-7, -8, -9, -3, -2, 2, -8, -7, 4, -6, 2, -4, 5, -4]","[-7, -8, -9, -3, -2, -8, -7, 4, -6, 2, -4, -4]",-47,-47,-21,-94,-1.1968253968253968,-45,-52,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
18,"[11, 14, 14, 9, -4, 13]","[9, -4, 14, 14, 13, 11]","[13, 16, 16, 11, -2, 15]","[22, 28, 28, 18, -8, 26]","[0.09090909090909091, 0.07142857142857142, 0.07142857142857142, 0.1111111111111111, -0.25, 0.07692307692307693]","[11, 14, 14, 9, 2, -4, 13]","[14, 14, 9, -4, 13]",57,57,69,114,0.17180042180042182,59,46,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
19,"[-2, 6, 0, 2, 1, 10, 3, -15, -9, 15]","[10, -15, 15, 6, 3, -2, 0, 2, 1, -9]","[0, 8, 2, 4, 3, 12, 5, -13, -7, 17]","[-4, 12, 0, 4, 2, 20, 6, -30, -18, 30]","[-0.5, 0.16666666666666666, 'ZeroDivisionError', 0.5, 1.0, 0.1, 0.3333333333333333, -0.06666666666666667, -0.1111111111111111, 0.06666666666666667]","[-2, 6, 0, 2, 1, 10, 3, -15, -9, 15, 2]","[-2, 6, 0, 2, 1, 10, 3, -9, 15]",11,11,31,22,error,13,26,No-violate,No-violate,error,No-violate,Violate,0,0,error,0,1
20,"[8, -6]","[-6, 8]","[10, -4]","[16, -12]","[0.125, -0.16666666666666666]","[8, -6, 2]",[8],2,2,6,4,-0.04166666666666666,4,8,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
21,"[-11, -15, 10, 9, 10]","[10, -11, 9, -15, 10]","[-9, -13, 12, 11, 12]","[-22, -30, 20, 18, 20]","[-0.09090909090909091, -0.06666666666666667, 0.1, 0.1111111111111111, 0.1]","[-11, -15, 10, 9, 2, 10]","[-11, -15, 10, 9]",3,3,13,6,0.15353535353535352,5,-7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
22,"[-5, 4, 1, 0, 0, -1, 3, -5]","[-5, 0, 0, -1, 4, 3, 1, -5]","[-3, 6, 3, 2, 2, 1, 5, -3]","[-10, 8, 2, 0, 0, -2, 6, -10]","[-0.2, 0.25, 1.0, 'ZeroDivisionError', 'ZeroDivisionError', -1.0, 0.3333333333333333, -0.2]","[-5, 4, 1, 0, 0, -1, 3, 2, -5]","[-5, 4, 0, 0, -1, 3, -5]",-3,-3,13,-6,error,-1,-4,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
23,"[14, -5, 2, -12, 0, 12, 12, -6, -12]","[12, -12, -5, 14, 12, -6, -12, 0, 2]","[16, -3, 4, -10, 2, 14, 14, -4, -10]","[28, -10, 4, -24, 0, 24, 24, -12, -24]","[0.07142857142857142, -0.2, 0.5, -0.08333333333333333, 'ZeroDivisionError', 0.08333333333333333, 0.08333333333333333, -0.16666666666666666, -0.08333333333333333]","[14, 2, -5, 2, -12, 0, 12, 12, -6, -12]","[14, -5, 2, -12, 12, 12, -6, -12]",5,5,23,10,error,7,5,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
24,[12],[12],[14],[24],[0.08333333333333333],"[2, 12]",[],12,12,14,24,0.08333333333333333,14,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
25,"[-3, -3, -7, -5, -7]","[-7, -3, -5, -7, -3]","[-1, -1, -5, -3, -5]","[-6, -6, -14, -10, -14]","[-0.3333333333333333, -0.3333333333333333, -0.14285714285714285, -0.2, -0.14285714285714285]","[-3, -3, -7, -5, 2, -7]","[-3, -3, -7, -5]",-25,-25,-15,-50,-1.1523809523809523,-23,-18,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
26,"[9, 14, 12, 15, -6, -4, -7, 4, 4, -8, -12, -7, 12]","[15, -4, -8, 12, 14, 4, -7, 4, -7, -12, 9, 12, -6]","[11, 16, 14, 17, -4, -2, -5, 6, 6, -6, -10, -5, 14]","[18, 28, 24, 30, -12, -8, -14, 8, 8, -16, -24, -14, 24]","[0.1111111111111111, 0.07142857142857142, 0.08333333333333333, 0.06666666666666667, -0.16666666666666666, -0.25, -0.14285714285714285, 0.25, 0.25, -0.125, -0.08333333333333333, -0.14285714285714285, 0.08333333333333333]","[2, 9, 14, 12, 15, -6, -4, -7, 4, 4, -8, -12, -7, 12]","[9, 14, 15, -6, -4, -7, 4, 4, -8, -12, -7, 12]",26,26,52,52,0.005158730158730196,28,14,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
27,[-6],[-6],[-4],[-12],[-0.16666666666666666],"[-6, 2]",[],-6,-6,-4,-12,-0.16666666666666666,-4,0,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
28,"[-3, 10, -2, -10, 10, -9, 7]","[-9, 10, 10, -10, -2, 7, -3]","[-1, 12, 0, -8, 12, -7, 9]","[-6, 20, -4, -20, 20, -18, 14]","[-0.3333333333333333, 0.1, -0.5, -0.1, 0.1, -0.1111111111111111, 0.14285714285714285]","[-3, 10, -2, -10, 10, 2, -9, 7]","[-3, -2, -10, 10, -9, 7]",3,3,17,6,-0.7015873015873015,5,-7,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
29,"[6, -12, 4, -4, 0, -12, -13, -17, -17, 0, -6, -18]","[-13, -6, -17, 4, 0, 0, -12, -12, 6, -18, -4, -17]","[8, -10, 6, -2, 2, -10, -11, -15, -15, 2, -4, -16]","[12, -24, 8, -8, 0, -24, -26, -34, -34, 0, -12, -36]","[0.16666666666666666, -0.08333333333333333, 0.25, -0.25, 'ZeroDivisionError', -0.08333333333333333, -0.07692307692307693, -0.058823529411764705, -0.058823529411764705, 'ZeroDivisionError', -0.16666666666666666, -0.05555555555555555]","[2, 6, -12, 4, -4, 0, -12, -13, -17, -17, 0, -6, -18]","[6, 4, -4, 0, -12, -13, -17, -17, 0, -6, -18]",-89,-89,-65,-178,error,-87,-77,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
30,"[-16, 8, -14, 6, 7, -1, 11]","[6, 7, 11, -16, -14, -1, 8]","[-14, 10, -12, 8, 9, 1, 13]","[-32, 16, -28, 12, 14, -2, 22]","[-0.0625, 0.125, -0.07142857142857142, 0.16666666666666666, 0.14285714285714285, -1.0, 0.09090909090909091]","[-16, 8, -14, 6, 7, -1, 2, 11]","[-16, 8, -14, 6, -1, 11]",1,1,15,2,-0.6084956709956709,3,-6,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
31,"[-3, 0, 3, -6, 0, -7, -5, -1, -3]","[-5, -7, 0, -1, 3, -3, 0, -6, -3]","[-1, 2, 5, -4, 2, -5, -3, 1, -1]","[-6, 0, 6, -12, 0, -14, -10, -2, -6]","[-0.3333333333333333, 'ZeroDivisionError', 0.3333333333333333, -0.16666666666666666, 'ZeroDivisionError', -0.14285714285714285, -0.2, -1.0, -0.3333333333333333]","[-3, 0, 3, -6, 0, 2, -7, -5, -1, -3]","[-3, 0, 3, -6, -7, -5, -1, -3]",-22,-22,-4,-44,error,-20,-22,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
32,"[-11, -9, -1, -13]","[-13, -9, -11, -1]","[-9, -7, 1, -11]","[-22, -18, -2, -26]","[-0.09090909090909091, -0.1111111111111111, -1.0, -0.07692307692307693]","[-11, -9, 2, -1, -13]","[-11, -9, -13]",-34,-34,-26,-68,-1.2789432789432789,-32,-33,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
33,"[6, -7, -1, -8, 12, 6, 16, 15, -7]","[6, 12, -1, 6, 15, 16, -7, -7, -8]","[8, -5, 1, -6, 14, 8, 18, 17, -5]","[12, -14, -2, -16, 24, 12, 32, 30, -14]","[0.16666666666666666, -0.14285714285714285, -1.0, -0.125, 0.08333333333333333, 0.16666666666666666, 0.0625, 0.06666666666666667, -0.14285714285714285]","[6, -7, -1, -8, 12, 6, 16, 15, 2, -7]","[6, -7, -1, 12, 6, 16, 15, -7]",32,32,50,64,-0.8648809523809526,34,40,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
34,"[-3, 4, 1, 3, -3, 2, -8, 1, 3]","[-3, 4, 3, -3, 3, -8, 1, 2, 1]","[-1, 6, 3, 5, -1, 4, -6, 3, 5]","[-6, 8, 2, 6, -6, 4, -16, 2, 6]","[-0.3333333333333333, 0.25, 1.0, 0.3333333333333333, -0.3333333333333333, 0.5, -0.125, 1.0, 0.3333333333333333]","[-3, 2, 4, 1, 3, -3, 2, -8, 1, 3]","[-3, 4, 1, 3, -3, 2, -8, 1]",0,0,18,0,2.6250000000000004,2,-3,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
35,"[7, 9, 9, -3, 4, 1, 3, -1, -2, 4, 3, -8, 6]","[7, 4, -1, 4, -3, 3, 3, 6, 9, 9, 1, -2, -8]","[9, 11, 11, -1, 6, 3, 5, 1, 0, 6, 5, -6, 8]","[14, 18, 18, -6, 8, 2, 6, -2, -4, 8, 6, -16, 12]","[0.14285714285714285, 0.1111111111111111, 0.1111111111111111, -0.3333333333333333, 0.25, 1.0, 0.3333333333333333, -1.0, -0.5, 0.25, 0.3333333333333333, -0.125, 0.16666666666666666]","[7, 9, 9, -3, 4, 1, 3, -1, -2, 4, 3, -8, 6, 2]","[7, 9, 9, -3, 4, 1, 3, -1, 4, 3, -8, 6]",32,32,58,64,0.7400793650793648,34,34,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
36,"[1, -12, 11, 13, -5, -12, -11, 6, 0, -8, -4]","[-4, 11, -12, 6, -8, 0, -12, 13, -11, -5, 1]","[3, -10, 13, 15, -3, -10, -9, 8, 2, -6, -2]","[2, -24, 22, 26, -10, -24, -22, 12, 0, -16, -8]","[1.0, -0.08333333333333333, 0.09090909090909091, 0.07692307692307693, -0.2, -0.08333333333333333, -0.09090909090909091, 0.16666666666666666, 'ZeroDivisionError', -0.125, -0.25]","[1, -12, 11, 13, 2, -5, -12, -11, 6, 0, -8, -4]","[1, -12, 11, 13, -5, -12, -11, 6, 0, -4]",-21,-21,1,-42,error,-19,-13,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
37,"[4, -4, -6, -7, -1, -7, -7, 1, -7, -7, -6, 5, 6, -3]","[-6, 1, -3, 6, 4, 5, -1, -7, -7, -4, -7, -7, -6, -7]","[6, -2, -4, -5, 1, -5, -5, 3, -5, -5, -4, 7, 8, -1]","[8, -8, -12, -14, -2, -14, -14, 2, -14, -14, -12, 10, 12, -6]","[0.25, -0.25, -0.16666666666666666, -0.14285714285714285, -1.0, -0.14285714285714285, -0.14285714285714285, 1.0, -0.14285714285714285, -0.14285714285714285, -0.16666666666666666, 0.2, 0.16666666666666666, -0.3333333333333333]","[4, 2, -4, -6, -7, -1, -7, -7, 1, -7, -7, -6, 5, 6, -3]","[4, -4, -6, -1, -7, -7, 1, -7, -7, -6, 5, 6, -3]",-39,-39,-11,-78,-1.0142857142857142,-37,-32,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
38,"[-4, 0, -1, 2, -9, 5, -15, -1]","[0, 5, -4, 2, -9, -1, -15, -1]","[-2, 2, 1, 4, -7, 7, -13, 1]","[-8, 0, -2, 4, -18, 10, -30, -2]","[-0.25, 'ZeroDivisionError', -1.0, 0.5, -0.1111111111111111, 0.2, -0.06666666666666667, -1.0]","[-4, 0, 2, -1, 2, -9, 5, -15, -1]","[-4, 0, -1, 2, -9, 5, -1]",-23,-23,-7,-46,error,-21,-8,No-violate,Violate,error,No-violate,Violate,0,1,error,0,1
39,"[-11, 12, -2, 3, -14, 6, -4, 1, -5, 7, 1, -9, -18]","[1, 6, -4, -9, -18, 1, 12, -2, 3, -5, 7, -14, -11]","[-9, 14, 0, 5, -12, 8, -2, 3, -3, 9, 3, -7, -16]","[-22, 24, -4, 6, -28, 12, -8, 2, -10, 14, 2, -18, -36]","[-0.09090909090909091, 0.08333333333333333, -0.5, 0.3333333333333333, -0.07142857142857142, 0.16666666666666666, -0.25, 1.0, -0.2, 0.14285714285714285, 1.0, -0.1111111111111111, -0.05555555555555555]","[-11, 12, -2, 3, -14, 6, -4, 2, 1, -5, 7, 1, -9, -18]","[-11, 12, -2, 3, -14, 6, -4, 1, -5, 7, 1, -18]",-33,-33,-7,-66,1.4471861471861471,-31,-24,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
40,"[-11, -11]","[-11, -11]","[-9, -9]","[-22, -22]","[-0.09090909090909091, -0.09090909090909091]","[-11, 2, -11]",[-11],-22,-22,-18,-44,-0.18181818181818182,-20,-11,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
41,"[-2, 6, 2, -1, -10, 3, 5, -3, -3, 0, 8, 0, 8, 2]","[8, 8, -10, -3, 0, 2, 6, -1, 3, 0, 5, -3, -2, 2]","[0, 8, 4, 1, -8, 5, 7, -1, -1, 2, 10, 2, 10, 4]","[-4, 12, 4, -2, -20, 6, 10, -6, -6, 0, 16, 0, 16, 4]","[-0.5, 0.16666666666666666, 0.5, -1.0, -0.1, 0.3333333333333333, 0.2, -0.3333333333333333, -0.3333333333333333, 'ZeroDivisionError', 0.125, 'ZeroDivisionError', 0.125, 0.5]","[2, -2, 6, 2, -1, -10, 3, 5, -3, -3, 0, 8, 0, 8, 2]","[-2, 6, -1, -10, 3, 5, -3, -3, 0, 8, 0, 8, 2]",15,15,43,30,error,17,13,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
42,"[-4, 2, 3, 6, -2, -1, 5, -4, -4, -1]","[-2, -1, 2, 6, 3, -1, 5, -4, -4, -4]","[-2, 4, 5, 8, 0, 1, 7, -2, -2, 1]","[-8, 4, 6, 12, -4, -2, 10, -8, -8, -2]","[-0.25, 0.5, 0.3333333333333333, 0.16666666666666666, -0.5, -1.0, 0.2, -0.25, -0.25, -1.0]","[2, -4, 2, 3, 6, -2, -1, 5, -4, -4, -1]","[-4, 2, 3, 6, -2, -1, -4, -4, -1]",0,0,20,0,-2.05,2,-5,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
43,"[0, -7, 11, 18, 16, -8, 16, 10, 17, -2, -4, 17, -11]","[0, 17, -7, -8, 18, 11, -11, 16, 17, -2, -4, 10, 16]","[2, -5, 13, 20, 18, -6, 18, 12, 19, 0, -2, 19, -9]","[0, -14, 22, 36, 32, -16, 32, 20, 34, -4, -8, 34, -22]","['ZeroDivisionError', -0.14285714285714285, 0.09090909090909091, 0.05555555555555555, 0.0625, -0.125, 0.0625, 0.1, 0.058823529411764705, -0.5, -0.25, 0.058823529411764705, -0.09090909090909091]","[2, 0, -7, 11, 18, 16, -8, 16, 10, 17, -2, -4, 17, -11]","[0, -7, 18, 16, -8, 16, 10, 17, -2, -4, 17, -11]",73,73,99,146,error,75,62,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
44,[6],[6],[8],[12],[0.16666666666666666],"[6, 2]",[],6,6,8,12,0.16666666666666666,8,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
45,[],[],[],[],[],[2],[],0,0,0,0,0,2,0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
46,"[-8, 1, -10, -1]","[-8, -10, 1, -1]","[-6, 3, -8, 1]","[-16, 2, -20, -2]","[-0.125, 1.0, -0.1, -1.0]","[-8, 1, -10, 2, -1]","[-8, 1, -1]",-18,-18,-10,-36,-0.22499999999999998,-16,-8,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
47,"[-5, 11, 1, 4, -5, 13, -3, 6, 1, 5, 14, 11]","[1, 13, 6, -5, 11, -5, 5, 4, 1, 11, 14, -3]","[-3, 13, 3, 6, -3, 15, -1, 8, 3, 7, 16, 13]","[-10, 22, 2, 8, -10, 26, -6, 12, 2, 10, 28, 22]","[-0.2, 0.09090909090909091, 1.0, 0.25, -0.2, 0.07692307692307693, -0.3333333333333333, 0.16666666666666666, 1.0, 0.2, 0.07142857142857142, 0.09090909090909091]","[-5, 11, 1, 4, -5, 13, -3, 6, 1, 2, 5, 14, 11]","[-5, 11, 1, 4, -5, 13, 6, 1, 5, 14, 11]",53,53,77,106,2.2135031635031637,55,56,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
48,"[11, -12, 9, -13, -11]","[-11, 11, 9, -13, -12]","[13, -10, 11, -11, -9]","[22, -24, 18, -26, -22]","[0.09090909090909091, -0.08333333333333333, 0.1111111111111111, -0.07692307692307693, -0.09090909090909091]","[11, -12, 9, 2, -13, -11]","[11, 9, -13, -11]",-16,-16,-6,-32,-0.04914529914529915,-14,-4,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
49,"[-9, 10]","[10, -9]","[-7, 12]","[-18, 20]","[-0.1111111111111111, 0.1]","[2, -9, 10]",[-9],1,1,5,2,-0.0111111111111111,3,-9,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
50,"[8, -3, 3]","[8, 3, -3]","[10, -1, 5]","[16, -6, 6]","[0.125, -0.3333333333333333, 0.3333333333333333]","[8, -3, 2, 3]","[8, 3]",8,8,14,16,0.125,10,11,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,1
51,"[10, 2, 10]","[10, 10, 2]","[12, 4, 12]","[20, 4, 20]","[0.1, 0.5, 0.1]","[10, 2, 2, 10]","[2, 10]",22,22,28,44,0.7,24,12,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
52,"[-3, -11, -12, -3]","[-3, -3, -11, -12]","[-1, -9, -10, -1]","[-6, -22, -24, -6]","[-0.3333333333333333, -0.09090909090909091, -0.08333333333333333, -0.3333333333333333]","[-3, -11, -12, 2, -3]","[-3, -11, -3]",-29,-29,-21,-58,-0.8409090909090908,-27,-17,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
53,"[10, -14, 2, -6, 12, 2, -13, 6, 14]","[-14, 10, 12, 6, 2, -13, 2, -6, 14]","[12, -12, 4, -4, 14, 4, -11, 8, 16]","[20, -28, 4, -12, 24, 4, -26, 12, 28]","[0.1, -0.07142857142857142, 0.5, -0.16666666666666666, 0.08333333333333333, 0.5, -0.07692307692307693, 0.16666666666666666, 0.07142857142857142]","[10, -14, 2, -6, 12, 2, -13, 6, 14, 2]","[10, -14, 2, -6, 12, 2, -13, 6]",13,13,31,26,1.1064102564102565,15,-1,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
