,groupID,fullPathToFunctionDir,fullPathToFunctionSrcDir,fullPathToFunctionTestDir,fullPathToFunctionPYfile,functionName
17,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/product,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/product/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/product/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/product/scr/product.py,product
18,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/safeNorm,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/safeNorm/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/safeNorm/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/safeNorm/scr/safeNorm.py,safeNorm
19,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sampleVariance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sampleVariance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sampleVariance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sampleVariance/scr/sampleVariance.py,sampleVariance
20,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/skew,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/skew/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/skew/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/skew/scr/skew.py,skew
21,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sum,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sum/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sum/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sum/scr/sum.py,sum
22,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sumOfLogarithms,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sumOfLogarithms/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sumOfLogarithms/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/sumOfLogarithms/scr/sumOfLogarithms.py,sumOfLogarithms
23,Group_01,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/variance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/variance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/variance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_01/variance/scr/variance.py,variance
24,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/canberraDistance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/canberraDistance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/canberraDistance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/canberraDistance/scr/canberraDistance.py,canberraDistance
25,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chebyshevDistance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chebyshevDistance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chebyshevDistance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chebyshevDistance/scr/chebyshevDistance.py,chebyshevDistance
26,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chiSquare,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chiSquare/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chiSquare/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/chiSquare/scr/chiSquare.py,chiSquare
27,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/consineDistance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/consineDistance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/consineDistance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/consineDistance/scr/consineDistance.py,consineDistance
28,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/covariance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/covariance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/covariance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/covariance/scr/covariance.py,covariance
29,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distance1,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distance1/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distance1/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distance1/scr/distance1.py,distance1
30,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distanceInf,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distanceInf/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distanceInf/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/distanceInf/scr/distanceInf.py,distanceInf
31,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/dotProduct,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/dotProduct/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/dotProduct/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/dotProduct/scr/dotProduct.py,dotProduct
32,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/errorRate,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/errorRate/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/errorRate/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/errorRate/scr/errorRate.py,errorRate
33,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/find_euc_dist,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/find_euc_dist/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/find_euc_dist/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/find_euc_dist/scr/find_euc_dist.py,find_euc_dist
34,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/g,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/g/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/g/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/g/scr/g.py,g
35,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/hamming_dist,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/hamming_dist/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/hamming_dist/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/hamming_dist/scr/hamming_dist.py,hamming_dist
36,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance/scr/manhattanDistance.py,manhattanDistance
37,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance2,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance2/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance2/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/manhattanDistance2/scr/manhattanDistance2.py,manhattanDistance2
38,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/meanDifference,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/meanDifference/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/meanDifference/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/meanDifference/scr/meanDifference.py,meanDifference
39,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/mean_absolute_error,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/mean_absolute_error/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/mean_absolute_error/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/mean_absolute_error/scr/mean_absolute_error.py,mean_absolute_error
40,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/polevl,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/polevl/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/polevl/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/polevl/scr/polevl.py,polevl
41,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/pooledVariance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/pooledVariance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/pooledVariance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/pooledVariance/scr/pooledVariance.py,pooledVariance
42,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/sampleWeightefVariance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/sampleWeightefVariance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/sampleWeightefVariance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/sampleWeightefVariance/scr/sampleWeightefVariance.py,sampleWeightefVariance
43,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/tanimotoDistance,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/tanimotoDistance/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/tanimotoDistance/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/tanimotoDistance/scr/tanimotoDistance.py,tanimotoDistance
44,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/varianceDifference,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/varianceDifference/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/varianceDifference/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/varianceDifference/scr/varianceDifference.py,varianceDifference
45,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedAverage,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedAverage/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedAverage/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedAverage/scr/weightedAverage.py,weightedAverage
46,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedMean,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedMean/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedMean/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedMean/scr/weightedMean.py,weightedMean
47,Group_02,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedRMS,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedRMS/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedRMS/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_02/weightedRMS/scr/weightedRMS.py,weightedRMS
48,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/add,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/add/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/add/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/add/scr/add.py,add
49,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/calculateDifferences,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/calculateDifferences/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/calculateDifferences/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/calculateDifferences/scr/calculateDifferences.py,calculateDifferences
50,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dec,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dec/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dec/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dec/scr/dec.py,dec
51,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dividedDifference,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dividedDifference/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dividedDifference/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/dividedDifference/scr/dividedDifference.py,dividedDifference
52,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeAdd,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeAdd/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeAdd/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeAdd/scr/ebeAdd.py,ebeAdd
53,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeDivide,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeDivide/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeDivide/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeDivide/scr/ebeDivide.py,ebeDivide
54,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeMultiply,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeMultiply/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeMultiply/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeMultiply/scr/ebeMultiply.py,ebeMultiply
55,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeSubtract,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeSubtract/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeSubtract/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/ebeSubtract/scr/ebeSubtract.py,ebeSubtract
56,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_equal,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_equal/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_equal/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_equal/scr/elementwise_equal.py,elementwise_equal
57,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_max,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_max/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_max/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_max/scr/elementwise_max.py,elementwise_max
58,Group_03,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_min,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_min/scr,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_min/test,/Users/alduck/Documents/GitHub/SelectingConstrainingMRsScSoft/AllMethods/Group_03/elementwise_min/scr/elementwise_min.py,elementwise_min
